GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002
"G4700070","1860","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",33830,93812,914642,34715
"G4700090","1860","Tennessee","470","Blount","0090","Blount","54","90",99866,199800,3304096,140904
"G4700110","1860","Tennessee","470","Bradley","0110","Bradley","54","110",79992,124555,2669725,91288
"G4700130","1860","Tennessee","470","Campbell","0130","Campbell","54","130",33789,100556,748164,26897
"G4700150","1860","Tennessee","470","Cannon","0150","Cannon","54","150",55127,94946,2406561,69154
"G4700170","1860","Tennessee","470","Carroll","0170","Carroll","54","170",95827,180432,2715288,114950
"G4700190","1860","Tennessee","470","Carter","0190","Carter","54","190",33624,81132,1168255,37579
"G4700210","1860","Tennessee","470","Cheatham","0210","Cheatham","54","210",38758,110855,1587451,31870
"G4700250","1860","Tennessee","470","Claiborne","0250","Claiborne","54","250",64460,182705,1558030,58089
"G4700290","1860","Tennessee","470","Cocke","0290","Cocke","54","290",67637,159727,2320967,80149
"G4700310","1860","Tennessee","470","Coffee","0310","Coffee","54","310",56100,107481,1795893,52969
"G4700350","1860","Tennessee","470","Cumberland","0350","Cumberland","54","350",13921,164005,268900,12459
"G4700370","1860","Tennessee","470","Davidson","0370","Davidson","54","370",132763,116084,13929974,208101
"G4700390","1860","Tennessee","470","Decatur","0390","Decatur","54","390",33741,132664,736009,45599
"G4700410","1860","Tennessee","470","DeKalb","0410","De Kalb","54","410",50424,122453,1858285,58819
"G4700430","1860","Tennessee","470","Dickson","0430","Dickson","54","430",55301,231657,1541760,73783
"G4700450","1860","Tennessee","470","Dyer","0450","Dyer","54","450",45152,98375,2685335,76247
"G4700470","1860","Tennessee","470","Fayette","0470","Fayette","54","470",184624,176914,4661335,237687
"G4700490","1860","Tennessee","470","Fentress","0490","Fentress","54","490",34846,280626,501776,24576
"G4700510","1860","Tennessee","470","Franklin","0510","Franklin","54","510",85317,150775,2772390,82428
"G4700530","1860","Tennessee","470","Gibson","0530","Gibson","54","530",121509,253525,6758900,195123
"G4700550","1860","Tennessee","470","Giles","0550","Giles","54","550",190238,189249,9099460,200229
"G4700570","1860","Tennessee","470","Grainger","0570","Grainger","54","570",79108,124067,1919203,65384
"G4700590","1860","Tennessee","470","Greene","0590","Greene","54","590",150854,193049,5021755,192253
"G4700610","1860","Tennessee","470","Grundy","0610","Grundy","54","610",17342,79833,504332,19725
"G4700650","1860","Tennessee","470","Hamilton","0650","Hamilton","54","650",67628,187271,2569445,72263
"G4700670","1860","Tennessee","470","Hancock","0670","Hancock","54","670",37409,79709,1040405,24446
"G4700690","1860","Tennessee","470","Hardeman","0690","Hardeman","54","690",111888,217892,3173184,172297
"G4700710","1860","Tennessee","470","Hardin","0710","Hardin","54","710",64988,302450,1722067,84838
"G4700730","1860","Tennessee","470","Hawkins","0730","Hawkins","54","730",98921,195629,2810483,86829
"G4700750","1860","Tennessee","470","Haywood","0750","Haywood","54","750",138026,214484,6624331,192234
"G4700770","1860","Tennessee","470","Henderson","0770","Henderson","54","770",97450,239144,1798197,113935
"G4700790","1860","Tennessee","470","Henry","0790","Henry","54","790",118299,222217,4059828,118830
"G4700810","1860","Tennessee","470","Hickman","0810","Hickman","54","810",51867,215179,1693224,79313
"G4700850","1860","Tennessee","470","Humphreys","0850","Humphreys","54","850",42550,241592,1568223,53364
"G4700870","1860","Tennessee","470","Jackson","0870","Jackson","54","870",64478,188792,1639505,47696
"G4700890","1860","Tennessee","470","Jefferson","0890","Jefferson","54","890",111405,148321,4224357,170131
"G4700910","1860","Tennessee","470","Johnson","0910","Johnson","54","910",25641,77252,786806,25943
"G4700930","1860","Tennessee","470","Knox","0930","Knox","54","930",114390,208641,4480870,202253
"G4700970","1860","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",38539,117825,1857255,67461
"G4700990","1860","Tennessee","470","Lawrence","0990","Lawrence","54","990",40862,183537,1181148,48699
"G4701010","1860","Tennessee","470","Lewis","1010","Lewis","54","1010",9773,54934,292050,13492
"G4701030","1860","Tennessee","470","Lincoln","1030","Lincoln","54","1030",203640,192643,8243905,230773
"G4701070","1860","Tennessee","470","McMinn","1070","Mcminn","54","1070",108339,169109,2962346,129599
"G4701090","1860","Tennessee","470","McNairy","1090","Mcnairy","54","1090",81686,265805,1865614,105577
"G4701110","1860","Tennessee","470","Macon","1110","Macon","54","1110",45441,119909,1246301,38837
"G4701130","1860","Tennessee","470","Madison","1130","Madison","54","1130",160401,206772,5069307,255315
"G4701150","1860","Tennessee","470","Marion","1150","Marion","54","1150",35120,192240,1067739,41938
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall","54","1170",116387,100477,5440318,156181
"G4701190","1860","Tennessee","470","Maury","1190","Maury","54","1190",208347,256575,15153854,281902
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs","54","1210",37816,79460,1429660,45342
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe","54","1230",109722,228968,3449290,124854
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery","54","1250",129283,199991,6522474,140897
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan","54","1290",17702,390196,501805,18788
"G4701310","1860","Tennessee","470","Obion","1310","Obion","54","1310",60498,185033,3479477,108009
"G4701330","1860","Tennessee","470","Overton","1330","Overton","54","1330",73436,183983,1653886,55547
"G4701350","1860","Tennessee","470","Perry","1350","Perry","54","1350",28510,155013,958740,36538
"G4701390","1860","Tennessee","470","Polk","1390","Polk","54","1390",29182,92361,1076939,34124
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam","54","1410",49303,171536,889274,45647
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea","54","1430",32416,87476,1171640,42872
"G4701450","1860","Tennessee","470","Roane","1450","Roane","54","1450",95944,270314,3420610,116275
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson","54","1470",123443,156925,5211402,150094
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford","54","1490",184468,219753,13468310,265867
"G4701510","1860","Tennessee","470","Scott","1510","Scott","54","1510",13409,104140,203910,12138
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",16255,84294,384780,16095
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier","54","1550",60938,187563,1682698,75150
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby","54","1570",134430,180767,9428210,250648
"G4701590","1860","Tennessee","470","Smith","1590","Smith","54","1590",118085,104185,4358147,105645
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart","54","1610",41956,185589,1108369,52013
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan","54","1630",94168,133235,2792803,124692
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner","54","1650",140582,157857,6368096,182397
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton","54","1670",65570,135778,2499118,112121
"G4701730","1860","Tennessee","470","Union","1730","Union","54","1730",34940,82756,804440,28874
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren","54","1750",16395,108150,392593,14255
"G4701770","1860","Tennessee","470","Warren","1770","Warren","54","1770",73537,206073,2125840,63474
"G4701790","1860","Tennessee","470","Washington","1790","Washington","54","1790",113752,223355,4531622,154697
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne","54","1810",52638,214868,1475887,58043
"G4701830","1860","Tennessee","470","Weakley","1830","Weakley","54","1830",79915,157500,2942005,137807
"G4701850","1860","Tennessee","470","White","1850","White","54","1850",61817,108887,1341198,51180
"G4701870","1860","Tennessee","470","Williamson","1870","Williamson","54","1870",172246,191030,10528966,217142
"G4701890","1860","Tennessee","470","Wilson","1890","Wilson","54","1890",214884,120471,9939448,291411
"G4800010","1860","Texas","480","Anderson","0010","Anderson","49","10",53139,498635,1764388,131412
"G4800050","1860","Texas","480","Angelina","0050","Angelina","49","50",16331,122223,469225,34038
"G4800130","1860","Texas","480","Atascosa","0130","Atascosa","49","130",3397,80239,94126,7168
"G4800150","1860","Texas","480","Austin","0150","Austin","49","150",58869,751859,3797883,120793
"G4800190","1860","Texas","480","Bandera","0190","Bandera","49","190",1461,2464,20550,2290
"G4800210","1860","Texas","480","Bastrop","0210","Bastrop","49","210",38671,136122,1148154,59599
"G4800230","1860","Texas","480","Baylor","0230","Baylor","49","230",,,,
"G4800250","1860","Texas","480","Bee","0250","Bee","49","250",1155,79737,142774,750
"G4800270","1860","Texas","480","Bell","0270","Bell","49","270",21196,441688,1339192,65171
"G4800290","1860","Texas","480","Bexar","0290","Bexar","49","290",13697,162023,591706,12892
"G4800310","1860","Texas","480","Blanco","0310","Blanco","49","310",6414,88641,576302,13770
"G4800350","1860","Texas","480","Bosque","0350","Bosque","49","350",4953,42546,156417,9801
"G4800370","1860","Texas","480","Bowie","0370","Bowie","49","370",32633,180498,1250661,71806
"G4800390","1860","Texas","480","Brazoria","0390","Brazoria","49","390",37465,1068966,4815608,531717
"G4800410","1860","Texas","480","Brazos","0410","Brazos","49","410",14509,243942,1371702,31472
"G4800490","1860","Texas","480","Brown","0490","Brown","49","490",91,1219,3015,155
"G4800493","1860","Texas","480","Buchanan","0493","Buchanan","49","4290",272,1059,3775,1360
"G4800510","1860","Texas","480","Burleson","0510","Burleson","49","510",23838,289485,1638606,59517
"G4800530","1860","Texas","480","Burnet","0530","Burnet","49","530",9069,108499,302289,25892
"G4800550","1860","Texas","480","Caldwell","0550","Caldwell","49","550",23498,96605,740022,41243
"G4800570","1860","Texas","480","Calhoun","0570","Calhoun","49","570",1087,10966,44400,2875
"G4800610","1860","Texas","480","Cameron","0610","Cameron","49","610",15957,1696890,854845,35261
"G4800655","1860","Texas","480","Cass (old)","0655","Cass (old)","49","670",47902,195760,1209853,67317
"G4800710","1860","Texas","480","Chambers","0710","Chambers","49","710",3111,229953,275488,15515
"G4800730","1860","Texas","480","Cherokee","0730","Cherokee","49","730",59089,247687,1261459,99089
"G4800770","1860","Texas","480","Clay","0770","Clay","49","770",,,,
"G4800830","1860","Texas","480","Coleman","0830","Coleman","49","830",,,,
"G4800850","1860","Texas","480","Collin","0850","Collin","49","850",38196,216404,2090058,100115
"G4800890","1860","Texas","480","Colorado","0890","Colorado","49","890",35168,156074,3066070,212416
"G4800910","1860","Texas","480","Comal","0910","Comal","49","910",16542,72968,561527,41853
"G4800930","1860","Texas","480","Comanche","0930","Comanche","49","930",1880,22850,49024,6173
"G4800950","1860","Texas","480","Concho","0950","Concho","49","950",,,,
"G4800970","1860","Texas","480","Cooke","0970","Cooke","49","970",11460,145103,548601,34446
"G4800990","1860","Texas","480","Coryell","0990","Coryell","49","990",8949,178398,506593,27420
"G4801130","1860","Texas","480","Dallas","1130","Dallas","49","1130",47905,300281,2342875,130014
"G4801155","1860","Texas","480","Dawson","1155","Dawson","49","1135",,,,
"G4801210","1860","Texas","480","Denton","1210","Denton","49","1210",10368,85068,532037,18485
"G4801230","1860","Texas","480","DeWitt","1230","De Witt","49","1230",34134,337880,1463556,66880
"G4801270","1860","Texas","480","Dimmit","1270","Dimmit","49","1270",,,,
"G4801310","1860","Texas","480","Duval","1310","Duval","49","1310",,,,
"G4801330","1860","Texas","480","Eastland","1330","Eastland","49","1330",650,16724,18025,2885
"G4801370","1860","Texas","480","Edwards","1370","Edwards","49","1370",,,,
"G4801390","1860","Texas","480","Ellis","1390","Ellis","49","1390",23636,163653,1050851,76495
"G4801410","1860","Texas","480","El Paso","1410","El Paso","49","1410",4456,7150,103020,11367
"G4801415","1860","Texas","480","Encinal","1415","Encinal","49","1415",,,,
"G4801430","1860","Texas","480","Erath","1430","Erath","49","1430",3556,33006,101809,30050
"G4801450","1860","Texas","480","Falls","1450","Falls","49","1450",12047,60175,482563,25274
"G4801470","1860","Texas","480","Fannin","1470","Fannin","49","1470",41285,204588,1508806,102830
"G4801490","1860","Texas","480","Fayette","1490","Fayette","49","1490",75463,514160,2518614,163899
"G4801570","1860","Texas","480","Fort Bend","1570","Fort Bend","49","1570",28747,114345,3310820,129175
"G4801610","1860","Texas","480","Freestone","1610","Freestone","49","1610",41918,240785,608371,71726
"G4801630","1860","Texas","480","Frio","1630","Frio","49","1630",,,,
"G4801670","1860","Texas","480","Galveston","1670","Galveston","49","1670",2226,25600,204495,6783
"G4801710","1860","Texas","480","Gillespie","1710","Gillespie","49","1710",6645,49026,164695,34372
"G4801750","1860","Texas","480","Goliad","1750","Goliad","49","1750",10868,93918,448010,32060
"G4801770","1860","Texas","480","Gonzales","1770","Gonzales","49","1770",40613,183631,1377738,91977
"G4801810","1860","Texas","480","Grayson","1810","Grayson","49","1810",40775,374420,2041180,93215
"G4801850","1860","Texas","480","Grimes","1850","Grimes","49","1850",58096,193834,3043092,95908
"G4801870","1860","Texas","480","Guadalupe","1870","Guadalupe","49","1870",42115,274795,1149053,67093
"G4801930","1860","Texas","480","Hamilton","1930","Hamilton","49","1930",290,1510,6060,190
"G4801970","1860","Texas","480","Hardeman","1970","Hardeman","49","1970",,,,
"G4801990","1860","Texas","480","Hardin","1990","Hardin","49","1990",2388,14882,65667,4723
"G4802010","1860","Texas","480","Harris","2010","Harris","49","2010",4867,44122,478115,15674
"G4802030","1860","Texas","480","Harrison","2030","Harrison","49","2030",117847,276979,2668809,137536
"G4802070","1860","Texas","480","Haskell","2070","Haskell","49","2070",,,,
"G4802090","1860","Texas","480","Hays","2090","Hays","49","2090",10077,26717,324567,8236
"G4802130","1860","Texas","480","Henderson","2130","Henderson","49","2130",19063,137365,498041,37148
"G4802150","1860","Texas","480","Hidalgo","2150","Hidalgo","49","2150",4947,459005,347750,13320
"G4802170","1860","Texas","480","Hill","2170","Hill","49","2170",13601,183472,687253,42856
"G4802230","1860","Texas","480","Hopkins","2230","Hopkins","49","2230",29938,195696,896977,62581
"G4802250","1860","Texas","480","Houston","2250","Houston","49","2250",39952,247384,1154435,115131
"G4802310","1860","Texas","480","Hunt","2310","Hunt","49","2310",16083,118417,634699,45769
"G4802370","1860","Texas","480","Jack","2370","Jack","49","2370",911,6759,23770,3160
"G4802390","1860","Texas","480","Jackson","2390","Jackson","49","2390",25240,293165,1137864,41857
"G4802410","1860","Texas","480","Jasper","2410","Jasper","49","2410",19026,256101,732120,34301
"G4802450","1860","Texas","480","Jefferson","2450","Jefferson","49","2450",971,17836,14955,2767
"G4802510","1860","Texas","480","Johnson","2510","Johnson","49","2510",8644,112184,415848,34039
"G4802530","1860","Texas","480","Jones","2530","Jones","49","2530",,,,
"G4802550","1860","Texas","480","Karnes","2550","Karnes","49","2550",4962,39117,137132,7499
"G4802570","1860","Texas","480","Kaufman","2570","Kaufman","49","2570",12979,116370,474687,38281
"G4802650","1860","Texas","480","Kerr","2650","Kerr","49","2650",2201,23396,82910,6755
"G4802670","1860","Texas","480","Kimble","2670","Kimble","49","2670",,,,
"G4802710","1860","Texas","480","Kinney","2710","Kinney","49","2710",97,0,3350,535
"G4802750","1860","Texas","480","Knox","2750","Knox","49","2750",,,,
"G4802770","1860","Texas","480","Lamar","2770","Lamar","49","2770",32900,197795,1753530,76583
"G4802810","1860","Texas","480","Lampasas","2810","Lampasas","49","2810",2707,28229,111701,12074
"G4802830","1860","Texas","480","La Salle","2830","La Salle","49","2830",,,,
"G4802850","1860","Texas","480","Lavaca","2850","Lavaca","49","2850",25804,209115,1328798,51957
"G4802890","1860","Texas","480","Leon","2890","Leon","49","2890",30896,189621,899947,65648
"G4802910","1860","Texas","480","Liberty","2910","Liberty","49","2910",10914,242759,751645,40011
"G4802930","1860","Texas","480","Limestone","2930","Limestone","49","2930",18582,95864,663457,39351
"G4802970","1860","Texas","480","Live Oak","2970","Live Oak","49","2970",1287,85142,97491,1928
"G4802990","1860","Texas","480","Llano","2990","Llano","49","2990",2330,50744,93258,8654
"G4803070","1860","Texas","480","McCulloch","3070","Mcculloch","49","3070",,,,
"G4803090","1860","Texas","480","McLennan","3090","Mclennan","49","3090",26666,106942,1350268,59063
"G4803110","1860","Texas","480","McMullen","3110","Mcmullen","49","3110",,,,
"G4803130","1860","Texas","480","Madison","3130","Madison","49","3130",9172,57929,272035,8053
"G4803150","1860","Texas","480","Marion","3150","Marion","49","3150",23340,97424,359635,27615
"G4803190","1860","Texas","480","Mason","3190","Mason","49","3190",904,24509,39310,7660
"G4803210","1860","Texas","480","Matagorda","3210","Matagorda","49","3210",21290,137565,1414800,89745
"G4803230","1860","Texas","480","Maverick","3230","Maverick","49","3230",,,,
"G4803250","1860","Texas","480","Medina","3250","Medina","49","3250",8162,35655,165067,18798
"G4803275","1860","Texas","480","Menora","3275","Menora","49","3275",,,,
"G4803310","1860","Texas","480","Milam","3310","Milam","49","3310",19542,209898,1142767,69598
"G4803370","1860","Texas","480","Montague","3370","Montague","49","3370",638,11034,25395,1861
"G4803390","1860","Texas","480","Montgomery","3390","Montgomery","49","3390",24408,158190,543104,22406
"G4803470","1860","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",46649,203145,1106470,84823
"G4803490","1860","Texas","480","Navarro","3490","Navarro","49","3490",31740,365567,1374245,70197
"G4803510","1860","Texas","480","Newton","3510","Newton","49","3510",12143,176179,552081,27512
"G4803550","1860","Texas","480","Nueces","3550","Nueces","49","3550",2933,447806,429582,4715
"G4803610","1860","Texas","480","Orange","3610","Orange","49","3610",2079,19387,24598,4114
"G4803630","1860","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",4666,22138,53095,13084
"G4803650","1860","Texas","480","Panola","3650","Panola","49","3650",48977,188385,1358354,69030
"G4803670","1860","Texas","480","Parker","3670","Parker","49","3670",12695,96736,207456,8971
"G4803730","1860","Texas","480","Polk","3730","Polk","49","3730",35098,384698,2463889,95617
"G4803770","1860","Texas","480","Presidio","3770","Presidio","49","3770",,,,
"G4803870","1860","Texas","480","Red River","3870","Red River","49","3870",42277,214747,1594258,121446
"G4803910","1860","Texas","480","Refugio","3910","Refugio","49","3910",5210,385639,758651,5635
"G4803950","1860","Texas","480","Robertson","3950","Robertson","49","3950",22149,264258,1616210,44587
"G4803990","1860","Texas","480","Runnels","3990","Runnels","49","3990",,,,
"G4804010","1860","Texas","480","Rusk","4010","Rusk","49","4010",100037,400651,2538442,133786
"G4804030","1860","Texas","480","Sabine","4030","Sabine","49","4030",13627,79877,245347,23675
"G4804050","1860","Texas","480","San Augustine","4050","San Augustine","49","4050",22972,103254,472062,45637
"G4804090","1860","Texas","480","San Patricio","4090","San Patricio","49","4090",1718,147575,181193,3615
"G4804110","1860","Texas","480","San Saba","4110","San Saba","49","4110",1216,47249,145807,9588
"G4804170","1860","Texas","480","Shackelford","4170","Shackelford","49","4170",50,910,500,125
"G4804190","1860","Texas","480","Shelby","4190","Shelby","49","4190",28672,168011,308918,63360
"G4804230","1860","Texas","480","Smith","4230","Smith","49","4230",82043,286503,1843826,140486
"G4804270","1860","Texas","480","Starr","4270","Starr","49","4270",6628,276909,117875,1476
"G4804390","1860","Texas","480","Tarrant","4390","Tarrant","49","4390",,,,
"G4804410","1860","Texas","480","Taylor","4410","Taylor","49","4410",,,,
"G4804470","1860","Texas","480","Throckmorton","4470","Throckmorton","49","4470",,,,
"G4804490","1860","Texas","480","Titus","4490","Titus","49","4490",45791,220671,1448531,87212
"G4804530","1860","Texas","480","Travis","4530","Travis","49","4530",44609,1318947,2305038,154085
"G4804550","1860","Texas","480","Trinity","4550","Trinity","49","4550",11872,50452,281239,8765
"G4804570","1860","Texas","480","Tyler","4570","Tyler","49","4570",17234,111045,559119,30055
"G4804590","1860","Texas","480","Upshur","4590","Upshur","49","4590",65690,255283,1734452,92915
"G4804630","1860","Texas","480","Uvalde","4630","Uvalde","49","4630",921,6989,34616,2510
"G4804670","1860","Texas","480","Van Zandt","4670","Van Zandt","49","4670",9870,77342,273041,28714
"G4804690","1860","Texas","480","Victoria","4690","Victoria","49","4690",31495,144594,967414,48465
"G4804710","1860","Texas","480","Walker","4710","Walker","49","4710",37587,146357,1525411,59092
"G4804770","1860","Texas","480","Washington","4770","Washington","49","4770",76328,288597,4313993,198553
"G4804790","1860","Texas","480","Webb","4790","Webb","49","4790",45,2000,700,30
"G4804810","1860","Texas","480","Wharton","4810","Wharton","49","4810",23239,109446,1816560,97965
"G4804910","1860","Texas","480","Williamson","4910","Williamson","49","4910",21185,205942,833418,57816
"G4804970","1860","Texas","480","Wise","4970","Wise","49","4970",4211,24098,138870,14425
"G4804990","1860","Texas","480","Wood","4990","Wood","49","4990",15144,84820,481879,36456
"G4805030","1860","Texas","480","Young","5030","Young","49","5030",1685,11171,27290,3265
"G4805050","1860","Texas","480","Zapata","5050","Zapata","49","5050",1168,4435,5750,473
"G4805070","1860","Texas","480","Zavala","5070","Zavala","49","5070",,,,
"G4950015","1860","Utah Territory","495","Beaver","0015","Beaver","67","10",1728,14,13129,7840
"G4950035","1860","Utah Territory","495","Box Elder","0035","Box Elder","67","30",4323,359,84075,7624
"G4950055","1860","Utah Territory","495","Cache","0055","Cache","67","50",6286,1977,132130,17059
"G4950075","1860","Utah Territory","495","Carson","0075","Carson","65","5",14112,41986,302340,10981
"G4950095","1860","Utah Territory","495","Cedar","0095","Cedar","67","75",646,0,6735,3231
"G4950115","1860","Utah Territory","495","Davis","0115","Davis","67","110",8278,885,255899,18101
"G4950135","1860","Utah Territory","495","Deseret","0135","Deseret","67","112",,,,
"G4950215","1860","Utah Territory","495","Greasewood","0215","Greasewood","67","114",,,,
"G4950255","1860","Utah Territory","495","Green River","0255","Green River","67","195",300,0,1000,600
"G4950275","1860","Utah Territory","495","Humboldt","0275","Humboldt","65","130",,,,
"G4950295","1860","Utah Territory","495","Iron","0295","Iron","67","210",2656,219,18196,11290
"G4950315","1860","Utah Territory","495","Juab","0315","Juab","67","230",1276,0,7375,7198
"G4950375","1860","Utah Territory","495","Millard","0375","Millard","67","270",1241,554,13868,6772
"G4950495","1860","Utah Territory","495","Salt Lake","0495","Salt Lake","67","350",14235,2823,290970,44161
"G4950535","1860","Utah Territory","495","Sanpete","0535","Sanpete","67","370",8819,3583,104600,33031
"G4950575","1860","Utah Territory","495","Shambip","0575","Shambip","67","415",197,0,2320,1450
"G4950595","1860","Utah Territory","495","Summit","0595","Summit","67","430",,,,
"G4950605","1860","Utah Territory","495","St Marys","0605","St Marys","65","285",20,0,0,100
"G4950615","1860","Utah Territory","495","Tooele","0615","Tooele","67","450",1820,107,42010,6115
"G4950675","1860","Utah Territory","495","Utah","0675","Utah","67","490",14941,725,129660,56652
"G4950695","1860","Utah Territory","495","Walade","0695","Walade","67","495",,,,
"G4950735","1860","Utah Territory","495","Washington","0735","Washington","67","530",1540,110,47064,4850
"G4950755","1860","Utah Territory","495","Weber","0755","Weber","67","570",8933,1336,184324,16915
"G5000010","1860","Vermont","500","Addison","0010","Addison","6","10",263371,95617,12477096,286923
"G5000030","1860","Vermont","500","Bennington","0030","Bennington","6","30",143194,108273,4820364,194589
"G5000050","1860","Vermont","500","Caledonia","0050","Caledonia","6","50",204458,106846,5277560,314513
"G5000070","1860","Vermont","500","Chittenden","0070","Chittenden","6","70",196781,84797,9140030,300314
"G5000090","1860","Vermont","500","Essex","0090","Essex","6","90",55169,62872,1190049,69021
"G5000110","1860","Vermont","500","Franklin","0110","Franklin","6","110",227559,118404,9794402,355048
"G5000130","1860","Vermont","500","Grand Isle","0130","Grand Isle","6","130",34247,10823,1920130,57024
"G5000150","1860","Vermont","500","Lamoille","0150","Lamoille","6","150",104080,83679,3381150,201469
"G5000170","1860","Vermont","500","Orange","0170","Orange","6","170",263954,112837,7314686,386794
"G5000190","1860","Vermont","500","Orleans","0190","Orleans","6","190",153864,125988,4973918,177540
"G5000210","1860","Vermont","500","Rutland","0210","Rutland","6","210",300833,145583,10541940,403046
"G5000230","1860","Vermont","500","Washington","0230","Washington","6","230",205178,114405,7088780,289281
"G5000250","1860","Vermont","500","Windham","0250","Windham","6","250",308090,117907,6936519,247158
"G5000270","1860","Vermont","500","Windsor","0270","Windsor","6","270",362379,163226,9432424,383235
"G5100010","1860","Virginia","510","Accomack","0010","Accomack","40","10",84889,81762,3979720,68738
"G5100030","1860","Virginia","510","Albemarle","0030","Albemarle","40","30",245272,176942,9157646,188079
"G5100035","1860","Virginia","510","Alexandria","0035","Alexandria","40","130",8291,6969,853260,19990
"G5100050","1860","Virginia","510","Alleghany","0050","Alleghany","40","50",26360,86852,1208170,27752
"G5100070","1860","Virginia","510","Amelia","0070","Amelia","40","70",109280,98658,2364058,68957
"G5100090","1860","Virginia","510","Amherst","0090","Amherst","40","90",111969,132949,2874596,81618
"G5100110","1860","Virginia","510","Appomattox","0110","Appomattox","40","110",85297,98609,1902558,54538
"G5100150","1860","Virginia","510","Augusta","0150","Augusta","40","150",224644,213515,10997286,296390
"G5100155","1860","Virginia","510","Barbour","0155","Barbour","40","155",76719,219294,2390269,145850
"G5100170","1860","Virginia","510","Bath","0170","Bath","40","170",37605,148540,1455351,28216
"G5100190","1860","Virginia","510","Bedford","0190","Bedford","40","190",189232,244617,6297453,229101
"G5100195","1860","Virginia","510","Berkeley","0195","Berkeley","40","195",90892,41231,3547566,79976
"G5100215","1860","Virginia","510","Boone","0215","Boone","40","215",15054,218873,579398,12471
"G5100230","1860","Virginia","510","Botetourt","0230","Botetourt","40","230",76096,145082,3415045,76804
"G5100233","1860","Virginia","510","Braxton","0233","Braxton","40","235",20369,131171,650016,10301
"G5100237","1860","Virginia","510","Brooke","0237","Brooke","40","245",41099,14389,2447903,48286
"G5100250","1860","Virginia","510","Brunswick","0250","Brunswick","40","250",160870,178984,2318267,75573
"G5100270","1860","Virginia","510","Buchanan","0270","Buchanan","40","270",10262,181383,229981,3985
"G5100290","1860","Virginia","510","Buckingham","0290","Buckingham","40","290",136143,173493,3513277,104154
"G5100293","1860","Virginia","510","Cabell","0293","Cabell","40","295",38020,122573,1611815,30559
"G5100297","1860","Virginia","510","Calhoun","0297","Calhoun","40","305",10773,65096,364617,7058
"G5100310","1860","Virginia","510","Campbell","0310","Campbell","40","310",138628,151080,3712579,83323
"G5100330","1860","Virginia","510","Caroline","0330","Caroline","40","330",183799,122123,4407613,107323
"G5100350","1860","Virginia","510","Carroll","0350","Carroll","40","350",49846,138009,867338,26302
"G5100360","1860","Virginia","510","Charles City","0360","Charles City","40","360",50267,48190,1239410,45800
"G5100370","1860","Virginia","510","Charlotte","0370","Charlotte","40","370",147407,145001,4398140,89867
"G5100410","1860","Virginia","510","Chesterfield","0410","Chesterfield","40","410",106999,154973,3263370,80604
"G5100430","1860","Virginia","510","Clarke","0430","Clarke","40","430",83209,24390,3645185,80170
"G5100435","1860","Virginia","510","Clay","0435","Clay","40","435",5565,47079,165344,3753
"G5100450","1860","Virginia","510","Craig","0450","Craig","40","450",24577,46382,942745,31177
"G5100470","1860","Virginia","510","Culpeper","0470","Culpeper","40","470",153291,85567,4985786,110061
"G5100490","1860","Virginia","510","Cumberland","0490","Cumberland","40","490",90746,80028,2355423,69181
"G5100530","1860","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",118440,169086,2643250,120296
"G5100533","1860","Virginia","510","Doddridge","0533","Doddridge","40","535",25114,217543,1006326,16602
"G5100550","1860","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",17534,13905,1273050,26130
"G5100570","1860","Virginia","510","Essex","0570","Essex","40","570",96415,60707,2439173,57320
"G5100590","1860","Virginia","510","Fairfax","0590","Fairfax","40","590",84690,115916,3866075,111097
"G5100610","1860","Virginia","510","Fauquier","0610","Fauquier","40","610",268431,115048,10062472,241740
"G5100615","1860","Virginia","510","Fayette","0615","Fayette","40","615",30975,212595,1224096,25440
"G5100630","1860","Virginia","510","Floyd","0630","Floyd","40","630",52466,115348,1023165,49247
