GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,ADZ001,AD9001,AE6001,AE6002,AE6003
"G2101570","1850","Kentucky","210","Marshall","1570","Marshall","51","1570",5269,0,0,5000,20,249
"G2101610","1850","Kentucky","210","Mason","1610","Mason","51","1610",18344,3840,0,13674,386,4284
"G2101630","1850","Kentucky","210","Meade","1630","Meade","51","1630",7393,0,0,5799,21,1573
"G2101670","1850","Kentucky","210","Mercer","1670","Mercer","51","1670",14067,0,0,10471,336,3260
"G2101710","1850","Kentucky","210","Monroe","1710","Monroe","51","1710",7756,0,0,6902,23,831
"G2101730","1850","Kentucky","210","Montgomery","1730","Montgomery","51","1730",9903,0,0,6666,164,3073
"G2101750","1850","Kentucky","210","Morgan","1750","Morgan","51","1750",7620,0,0,7395,38,187
"G2101770","1850","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",9809,0,0,8250,37,1522
"G2101790","1850","Kentucky","210","Nelson","1790","Nelson","51","1790",14789,0,0,9543,116,5130
"G2101810","1850","Kentucky","210","Nicholas","1810","Nicholas","51","1810",10361,0,0,8682,166,1513
"G2101830","1850","Kentucky","210","Ohio","1830","Ohio","51","1830",9749,0,0,8568,49,1132
"G2101850","1850","Kentucky","210","Oldham","1850","Oldham","51","1850",7629,0,0,5156,49,2424
"G2101870","1850","Kentucky","210","Owen","1870","Owen","51","1870",10444,0,0,8882,48,1514
"G2101890","1850","Kentucky","210","Owsley","1890","Owsley","51","1890",3774,0,0,3616,22,136
"G2101910","1850","Kentucky","210","Pendleton","1910","Pendleton","51","1910",6774,0,0,6230,35,509
"G2101930","1850","Kentucky","210","Perry","1930","Perry","51","1930",3092,0,0,2972,3,117
"G2101950","1850","Kentucky","210","Pike","1950","Pike","51","1950",5365,0,0,5250,17,98
"G2101990","1850","Kentucky","210","Pulaski","1990","Pulaski","51","1990",14195,0,0,12861,27,1307
"G2102030","1850","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",4697,0,0,4289,33,375
"G2102070","1850","Kentucky","210","Russell","2070","Russell","51","2070",5349,0,0,4901,13,435
"G2102090","1850","Kentucky","210","Scott","2090","Scott","51","2090",14946,0,0,8891,219,5836
"G2102110","1850","Kentucky","210","Shelby","2110","Shelby","51","2110",17095,0,0,10289,189,6617
"G2102130","1850","Kentucky","210","Simpson","2130","Simpson","51","2130",7733,0,0,5756,42,1935
"G2102150","1850","Kentucky","210","Spencer","2150","Spencer","51","2150",6842,0,0,4659,32,2151
"G2102170","1850","Kentucky","210","Taylor","2170","Taylor","51","2170",7250,0,0,5462,148,1640
"G2102190","1850","Kentucky","210","Todd","2190","Todd","51","2190",12268,0,0,7361,97,4810
"G2102210","1850","Kentucky","210","Trigg","2210","Trigg","51","2210",10129,0,0,7252,80,2797
"G2102230","1850","Kentucky","210","Trimble","2230","Trimble","51","2230",5963,0,0,4993,29,941
"G2102250","1850","Kentucky","210","Union","2250","Union","51","2250",9012,0,0,6704,16,2292
"G2102270","1850","Kentucky","210","Warren","2270","Warren","51","2270",15123,0,0,10597,209,4317
"G2102290","1850","Kentucky","210","Washington","2290","Washington","51","2290",12194,0,0,9086,63,3045
"G2102310","1850","Kentucky","210","Wayne","2310","Wayne","51","2310",8692,0,0,7855,7,830
"G2102350","1850","Kentucky","210","Whitley","2350","Whitley","51","2350",7447,0,0,7222,24,201
"G2102390","1850","Kentucky","210","Woodford","2390","Woodford","51","2390",12423,0,0,5878,169,6376
"G2200050","1850","Louisiana","220","Ascension","0050","Ascension","45","50",10752,0,0,3340,146,7266
"G2200070","1850","Louisiana","220","Assumption","0070","Assumption","45","70",10538,0,0,5170,27,5341
"G2200090","1850","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",9326,0,0,4059,106,5161
"G2200130","1850","Louisiana","220","Bienville","0130","Bienville","45","130",5539,0,0,3623,21,1895
"G2200150","1850","Louisiana","220","Bossier","0150","Bossier","45","150",6962,0,0,2507,0,4455
"G2200170","1850","Louisiana","220","Caddo","0170","Caddo","45","170",8884,0,0,3634,42,5208
"G2200190","1850","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",3914,0,0,2718,239,957
"G2200210","1850","Louisiana","220","Caldwell","0210","Caldwell","45","210",2815,0,0,1584,0,1231
"G2200235","1850","Louisiana","220","Carroll","0235","Carroll","45","235",8789,0,0,2336,10,6443
"G2200250","1850","Louisiana","220","Catahoula","0250","Catahoula","45","250",7132,0,0,3585,19,3528
"G2200270","1850","Louisiana","220","Claiborne","0270","Claiborne","45","270",7471,0,0,4949,0,2522
"G2200290","1850","Louisiana","220","Concordia","0290","Concordia","45","290",7758,0,0,823,1,6934
"G2200310","1850","Louisiana","220","De Soto","0310","De Soto","45","310",8023,0,0,3549,24,4450
"G2200330","1850","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",11977,3905,0,5347,279,6351
"G2200370","1850","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",13598,0,0,4060,24,9514
"G2200410","1850","Louisiana","220","Franklin","0410","Franklin","45","410",3251,0,0,1664,14,1573
"G2200470","1850","Louisiana","220","Iberville","0470","Iberville","45","470",12278,0,0,3568,104,8606
"G2200490","1850","Louisiana","220","Jackson","0490","Jackson","45","490",5566,0,0,3406,2,2158
"G2200510","1850","Louisiana","220","Jefferson","0510","Jefferson","45","510",25093,14190,0,18046,851,6196
"G2200550","1850","Louisiana","220","Lafayette","0550","Lafayette","45","550",6720,0,0,3390,160,3170
"G2200570","1850","Louisiana","220","Lafourche","0570","Lafourche","45","570",9532,0,0,5142,22,4368
"G2200630","1850","Louisiana","220","Livingston","0630","Livingston","45","630",3385,0,0,2524,19,842
"G2200650","1850","Louisiana","220","Madison","0650","Madison","45","650",8773,0,0,1416,4,7353
"G2200670","1850","Louisiana","220","Morehouse","0670","Morehouse","45","670",3913,0,0,1877,30,2006
"G2200690","1850","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",14228,0,0,5466,881,7881
"G2200710","1850","Louisiana","220","Orleans","0710","Orleans","45","710",119460,116375,116375,91431,9961,18068
"G2200730","1850","Louisiana","220","Ouachita","0730","Ouachita","45","730",5008,0,0,2292,8,2708
"G2200750","1850","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",7390,0,0,2221,390,4779
"G2200770","1850","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",11339,0,0,2968,560,7811
"G2200790","1850","Louisiana","220","Rapides","0790","Rapides","45","790",16561,0,0,5037,184,11340
"G2200850","1850","Louisiana","220","Sabine","0850","Sabine","45","850",4515,0,0,3347,0,1168
"G2200870","1850","Louisiana","220","St Bernard","0870","St Bernard","45","870",3802,0,0,1406,73,2323
"G2200890","1850","Louisiana","220","St Charles","0890","St Charles","45","890",5120,0,0,867,121,4132
"G2200910","1850","Louisiana","220","St Helena","0910","St Helena","45","910",4561,0,0,2354,11,2196
"G2200930","1850","Louisiana","220","St James","0930","St James","45","930",11098,0,0,3285,62,7751
"G2200950","1850","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",7317,0,0,2586,191,4540
"G2200970","1850","Louisiana","220","St Landry","0970","St Landry","45","970",22253,0,0,10140,1242,10871
"G2200990","1850","Louisiana","220","St Martin","0990","St Martin","45","990",11761,0,0,4743,529,6489
"G2201010","1850","Louisiana","220","St Mary","1010","St Mary","45","1010",13697,0,0,3423,424,9850
"G2201030","1850","Louisiana","220","St Tammany","1030","St Tammany","45","1030",6364,0,0,3642,359,2363
"G2201070","1850","Louisiana","220","Tensas","1070","Tensas","45","1070",9040,0,0,900,2,8138
"G2201090","1850","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",7724,0,0,3305,91,4328
"G2201110","1850","Louisiana","220","Union","1110","Union","45","1110",8203,0,0,4778,0,3425
"G2201130","1850","Louisiana","220","Vermilion","1130","Vermillion","45","1130",3409,0,0,2328,14,1067
"G2201170","1850","Louisiana","220","Washington","1170","Washington","45","1170",3408,0,0,2367,4,1037
"G2201210","1850","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",6270,0,0,1815,105,4350
"G2201250","1850","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",13245,0,0,2473,106,10666
"G2300030","1850","Maine","230","Aroostook","0030","Aroostook","2","30",12529,0,0,12523,6,0
"G2300050","1850","Maine","230","Cumberland","0050","Cumberland","2","50",79538,20815,0,78939,599,0
"G2300070","1850","Maine","230","Franklin","0070","Franklin","2","70",20027,0,0,20008,19,0
"G2300090","1850","Maine","230","Hancock","0090","Hancock","2","90",34372,0,0,34343,29,0
"G2300110","1850","Maine","230","Kennebec","0110","Kennebec","2","110",62521,14711,0,62382,139,0
"G2300150","1850","Maine","230","Lincoln","0150","Lincoln","2","150",74875,13072,0,74603,272,0
"G2300170","1850","Maine","230","Oxford","0170","Oxford","2","170",39763,0,0,39758,5,0
"G2300190","1850","Maine","230","Penobscot","0190","Penobscot","2","190",63089,14432,0,63022,67,0
"G2300210","1850","Maine","230","Piscataquis","0210","Piscataquis","2","210",14735,0,0,14732,3,0
"G2300250","1850","Maine","230","Somerset","0250","Somerset","2","250",35581,0,0,35567,14,0
"G2300270","1850","Maine","230","Waldo","0270","Waldo","2","270",47230,5051,0,47191,39,0
"G2300290","1850","Maine","230","Washington","0290","Washington","2","290",38811,4749,0,38683,128,0
"G2300310","1850","Maine","230","York","0310","York","2","310",60098,6095,0,60062,36,0
"G2400010","1850","Maryland","240","Allegany","0010","Allegany","52","10",22769,6073,0,21633,412,724
"G2400030","1850","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",32393,3011,0,16542,4602,11249
"G2400050","1850","Maryland","240","Baltimore","0050","Baltimore","52","50",210646,169054,169054,174853,29075,6718
"G2400090","1850","Maryland","240","Calvert","0090","Calvert","52","70",9646,0,0,3630,1530,4486
"G2400110","1850","Maryland","240","Caroline","0110","Caroline","52","90",9692,0,0,6096,2788,808
"G2400130","1850","Maryland","240","Carroll","0130","Carroll","52","110",20616,0,0,18667,974,975
"G2400150","1850","Maryland","240","Cecil","0150","Cecil","52","130",18939,0,0,15472,2623,844
"G2400170","1850","Maryland","240","Charles","0170","Charles","52","150",16162,0,0,5665,913,9584
"G2400190","1850","Maryland","240","Dorchester","0190","Dorchester","52","170",18877,0,0,10747,3848,4282
"G2400210","1850","Maryland","240","Frederick","0210","Frederick","52","190",40987,6028,0,33314,3760,3913
"G2400250","1850","Maryland","240","Harford","0250","Harford","52","230",19356,0,0,14413,2777,2166
"G2400290","1850","Maryland","240","Kent","0290","Kent","52","270",11386,0,0,5616,3143,2627
"G2400310","1850","Maryland","240","Montgomery","0310","Montgomery","52","290",15860,0,0,9435,1311,5114
"G2400330","1850","Maryland","240","Prince Georges","0330","Prince Georges","52","310",21549,0,0,8901,1138,11510
"G2400350","1850","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",14484,0,0,6936,3278,4270
"G2400370","1850","Maryland","240","St Mary's","0370","St Mary's","52","370",13698,0,0,6223,1633,5842
"G2400390","1850","Maryland","240","Somerset","0390","Somerset","52","350",22456,0,0,13385,3483,5588
"G2400410","1850","Maryland","240","Talbot","0410","Talbot","52","390",13811,0,0,7084,2593,4134
"G2400430","1850","Maryland","240","Washington","0430","Washington","52","410",30848,3879,0,26930,1828,2090
"G2400470","1850","Maryland","240","Worcester","0470","Worcester","52","450",18859,0,0,12401,3014,3444
"G2500010","1850","Massachusetts","250","Barnstable","0010","Barnstable","3","10",35276,8058,0,35153,123,0
"G2500030","1850","Massachusetts","250","Berkshire","0030","Berkshire","3","30",49591,12044,0,48258,1333,0
"G2500050","1850","Massachusetts","250","Bristol","0050","Bristol","3","50",76192,42608,0,74659,1533,0
"G2500070","1850","Massachusetts","250","Dukes","0070","Dukes","3","70",4540,0,0,4487,53,0
"G2500090","1850","Massachusetts","250","Essex","0090","Essex","3","90",131300,95909,0,130682,618,0
"G2500110","1850","Massachusetts","250","Franklin","0110","Franklin","3","110",30870,0,0,30779,91,0
"G2500130","1850","Massachusetts","250","Hampden","0130","Hampden","3","130",51283,24237,0,50780,503,0
"G2500150","1850","Massachusetts","250","Hampshire","0150","Hampshire","3","150",35732,5278,0,35403,329,0
"G2500170","1850","Massachusetts","250","Middlesex","0170","Middlesex","3","170",161383,79788,33383,160676,707,0
"G2500190","1850","Massachusetts","250","Nantucket","0190","Nantucket","3","190",8452,8452,0,8058,394,0
"G2500210","1850","Massachusetts","250","Norfolk","0210","Norfolk","3","210",78892,41166,0,78643,249,0
"G2500230","1850","Massachusetts","250","Plymouth","0230","Plymouth","3","230",55697,11360,0,55241,456,0
"G2500250","1850","Massachusetts","250","Suffolk","0250","Suffolk","3","250",144517,143582,136881,142479,2038,0
"G2500270","1850","Massachusetts","250","Worcester","0270","Worcester","3","270",130789,31379,0,130152,637,0
"G2600050","1850","Michigan","260","Allegan","0050","Allegan","23","50",5125,0,0,5120,5,0
"G2600150","1850","Michigan","260","Barry","0150","Barry","23","150",5072,0,0,5033,39,0
"G2600210","1850","Michigan","260","Berrien","0210","Berrien","23","210",11417,0,0,11178,239,0
"G2600230","1850","Michigan","260","Branch","0230","Branch","23","230",12472,0,0,12456,16,0
"G2600250","1850","Michigan","260","Calhoun","0250","Calhoun","23","250",19162,0,0,18955,207,0
"G2600270","1850","Michigan","260","Cass","0270","Cass","23","270",10907,0,0,10518,389,0
"G2600330","1850","Michigan","260","Chippewa","0330","Chippewa","23","330",898,0,0,890,8,0
"G2600370","1850","Michigan","260","Clinton","0370","Clinton","23","370",5102,0,0,5100,2,0
"G2600450","1850","Michigan","260","Eaton","0450","Eaton","23","450",7058,0,0,7055,3,0
"G2600490","1850","Michigan","260","Genesee","0490","Genesee","23","490",12031,0,0,12003,28,0
"G2600590","1850","Michigan","260","Hillsdale","0590","Hillsdale","23","590",16159,0,0,16153,6,0
"G2600610","1850","Michigan","260","Houghton","0610","Houghton","23","610",708,0,0,707,1,0
"G2600630","1850","Michigan","260","Huron","0630","Huron","23","630",210,0,0,210,0,0
"G2600650","1850","Michigan","260","Ingham","0650","Ingham","23","650",8631,0,0,8606,25,0
"G2600670","1850","Michigan","260","Ionia","0670","Ionia","23","670",7597,0,0,7589,8,0
"G2600750","1850","Michigan","260","Jackson","0750","Jackson","23","750",19431,0,0,19346,85,0
"G2600770","1850","Michigan","260","Kalamazoo","0770","Kalamazoo","23","770",13179,2507,0,13080,99,0
"G2600810","1850","Michigan","260","Kent","0810","Kent","23","810",12016,2686,0,11982,34,0
"G2600870","1850","Michigan","260","Lapeer","0870","Lapeer","23","870",7029,0,0,7007,22,0
"G2600910","1850","Michigan","260","Lenawee","0910","Lenawee","23","910",26372,0,0,26280,92,0
"G2600930","1850","Michigan","260","Livingston","0930","Livingston","23","930",13485,0,0,13481,4,0
"G2600990","1850","Michigan","260","Macomb","0990","Macomb","23","990",15530,0,0,15501,29,0
"G2601030","1850","Michigan","260","Marquette","1030","Marquette","23","1030",136,0,0,136,0,0
"G2601050","1850","Michigan","260","Mason","1050","Mason","23","1050",93,0,0,93,0,0
"G2601095","1850","Michigan","260","Michilimackinac","1095","Michilimackinac","23","970",3598,0,0,3561,37,0
"G2601110","1850","Michigan","260","Midland","1110","Midland","23","1110",65,0,0,64,1,0
"G2601150","1850","Michigan","260","Monroe","1150","Monroe","23","1150",14698,2813,0,14642,56,0
"G2601170","1850","Michigan","260","Montcalm","1170","Montcalm","23","1170",891,0,0,891,0,0
"G2601230","1850","Michigan","260","Newaygo","1230","Newaygo","23","1230",510,0,0,509,1,0
"G2601250","1850","Michigan","260","Oakland","1250","Oakland","23","1250",31270,0,0,31206,64,0
"G2601270","1850","Michigan","260","Oceana","1270","Oceana","23","1270",300,0,0,281,19,0
"G2601310","1850","Michigan","260","Ontonagon","1310","Ontonagon","23","1310",389,0,0,383,6,0
"G2601390","1850","Michigan","260","Ottawa","1390","Ottawa","23","1390",5587,0,0,5548,39,0
"G2601450","1850","Michigan","260","Saginaw","1450","Saginaw","23","1450",2609,0,0,2609,0,0
"G2601470","1850","Michigan","260","St Clair","1470","St Clair","23","1470",10420,0,0,10396,24,0
"G2601490","1850","Michigan","260","St Joseph","1490","St Joseph","23","1490",12725,0,0,12699,26,0
"G2601510","1850","Michigan","260","Sanilac","1510","Sanilac","23","1510",2112,0,0,2112,0,0
"G2601530","1850","Michigan","260","Schoolcraft","1530","Schoolcraft","23","1530",16,0,0,16,0,0
"G2601550","1850","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",5230,0,0,5230,0,0
"G2601570","1850","Michigan","260","Tuscola","1570","Tuscola","23","1570",291,0,0,291,0,0
"G2601590","1850","Michigan","260","Van Buren","1590","Van Buren","23","1590",5800,0,0,5786,14,0
"G2601610","1850","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",28567,0,0,28336,231,0
"G2601630","1850","Michigan","260","Wayne","1630","Wayne","23","1630",42756,21019,0,42032,724,0
"G2750015","1850","Minnesota Territory","275","Benton","0015","Benton","33","90",418,0,0,416,2,0
"G2750035","1850","Minnesota Territory","275","Dakotah","0035","Dakotah","33","370",584,0,0,582,2,0
"G2750055","1850","Minnesota Territory","275","Itasca","0055","Itasca","33","610",97,0,0,97,0,0
"G2750075","1850","Minnesota Territory","275","Mankahta","0075","Mankahta","33","875",158,0,0,158,0,0
"G2750095","1850","Minnesota Territory","275","Pembina","0095","Pembina","33","690",1134,0,0,1134,0,0
"G2750115","1850","Minnesota Territory","275","Ramsey","0115","Ramsey","33","1230",2227,0,0,2197,30,0
"G2750135","1850","Minnesota Territory","275","Wabasha","0135","Wabasha","33","1570",243,0,0,242,1,0
"G2750155","1850","Minnesota Territory","275","Wahnahta","0155","Wahnahta","33","1595",160,0,0,160,0,0
"G2750165","1850","Minnesota Territory","275","Wahnahta-Mankahta [multi-county reporting area]","0165","Wahnahta-Mankahta (multi-county reporting area)","33","1605",,,,,,
"G2750175","1850","Minnesota Territory","275","Washington","0175","Washington","33","1630",1056,0,0,1052,4,0
"G2800010","1850","Mississippi","280","Adams","0010","Adams","46","10",18601,4434,0,3948,258,14395
"G2800050","1850","Mississippi","280","Amite","0050","Amite","46","50",9694,0,0,3641,3,6050
"G2800070","1850","Mississippi","280","Attala","0070","Attala","46","70",10991,0,0,7571,8,3412
"G2800110","1850","Mississippi","280","Bolivar","0110","Bolivar","46","110",2577,0,0,395,2,2180
"G2800150","1850","Mississippi","280","Carroll","0150","Carroll","46","150",18491,0,0,8653,26,9812
"G2800170","1850","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",16369,0,0,9887,2,6480
"G2800190","1850","Mississippi","280","Choctaw","0190","Choctaw","46","190",11402,0,0,8420,4,2978
"G2800210","1850","Mississippi","280","Claiborne","0210","Claiborne","46","210",14941,0,0,3449,42,11450
"G2800230","1850","Mississippi","280","Clarke","0230","Clarke","46","230",5477,0,0,3823,6,1648
"G2800270","1850","Mississippi","280","Coahoma","0270","Coahoma","46","270",2780,0,0,1387,2,1391
"G2800290","1850","Mississippi","280","Copiah","0290","Copiah","46","290",11794,0,0,6303,11,5480
"G2800310","1850","Mississippi","280","Covington","0310","Covington","46","310",3338,0,0,2222,2,1114
"G2800330","1850","Mississippi","280","DeSoto","0330","De Soto","46","330",19042,0,0,9487,2,9553
"G2800370","1850","Mississippi","280","Franklin","0370","Franklin","46","370",5904,0,0,2540,14,3350
"G2800410","1850","Mississippi","280","Greene","0410","Greene","46","410",2018,0,0,1379,1,638
"G2800450","1850","Mississippi","280","Hancock","0450","Hancock","46","450",3672,0,0,2444,12,1216
"G2800470","1850","Mississippi","280","Harrison","0470","Harrison","46","470",4875,0,0,3378,56,1441
"G2800490","1850","Mississippi","280","Hinds","0490","Hinds","46","490",25340,0,0,8690,25,16625
"G2800510","1850","Mississippi","280","Holmes","0510","Holmes","46","510",13928,0,0,5547,4,8377
"G2800550","1850","Mississippi","280","Issaquena","0550","Issaquena","46","550",4478,0,0,366,7,4105
"G2800570","1850","Mississippi","280","Itawamba","0570","Itawamba","46","570",13528,0,0,11395,6,2127
"G2800590","1850","Mississippi","280","Jackson","0590","Jackson","46","590",3196,0,0,2266,105,825
"G2800610","1850","Mississippi","280","Jasper","0610","Jasper","46","610",6184,0,0,4293,4,1887
"G2800630","1850","Mississippi","280","Jefferson","0630","Jefferson","46","630",13193,0,0,2634,66,10493
"G2800670","1850","Mississippi","280","Jones","0670","Jones","46","670",2164,0,0,1887,3,274
"G2800690","1850","Mississippi","280","Kemper","0690","Kemper","46","690",12517,0,0,7138,1,5378
"G2800710","1850","Mississippi","280","Lafayette","0710","Lafayette","46","710",14069,0,0,8346,4,5719
"G2800750","1850","Mississippi","280","Lauderdale","0750","Lauderdale","46","750",8717,0,0,6052,4,2661
"G2800770","1850","Mississippi","280","Lawrence","0770","Lawrence","46","770",6478,0,0,3549,0,2929
"G2800790","1850","Mississippi","280","Leake","0790","Leake","46","790",5533,0,0,3982,2,1549
"G2800870","1850","Mississippi","280","Lowndes","0870","Lowndes","46","870",19544,2611,0,6523,28,12993
"G2800890","1850","Mississippi","280","Madison","0890","Madison","46","890",18173,0,0,4328,2,13843
"G2800910","1850","Mississippi","280","Marion","0910","Marion","46","910",4410,0,0,2215,0,2195
"G2800930","1850","Mississippi","280","Marshall","0930","Marshall","46","930",29689,0,0,14271,1,15417
"G2800950","1850","Mississippi","280","Monroe","0950","Monroe","46","950",21172,0,0,9418,37,11717
"G2800990","1850","Mississippi","280","Neshoba","0990","Neshoba","46","990",4728,0,0,3393,0,1335
"G2801010","1850","Mississippi","280","Newton","1010","Newton","46","1010",4465,0,0,3432,1,1032
"G2801030","1850","Mississippi","280","Noxubee","1030","Noxubee","46","1030",16299,0,0,4976,0,11323
"G2801050","1850","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",9171,0,0,4309,18,4844
"G2801070","1850","Mississippi","280","Panola","1070","Panola","46","1070",11444,0,0,5021,3,6420
"G2801110","1850","Mississippi","280","Perry","1110","Perry","46","1110",2438,0,0,1679,10,749
"G2801130","1850","Mississippi","280","Pike","1130","Pike","46","1130",7360,0,0,4225,33,3102
"G2801150","1850","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",17112,0,0,12136,8,4968
"G2801210","1850","Mississippi","280","Rankin","1210","Rankin","46","1210",7227,0,0,3940,11,3276
"G2801230","1850","Mississippi","280","Scott","1230","Scott","46","1230",3961,0,0,2778,1,1182
"G2801270","1850","Mississippi","280","Simpson","1270","Simpson","46","1270",4734,0,0,3190,3,1541
"G2801290","1850","Mississippi","280","Smith","1290","Smith","46","1290",4071,0,0,3073,0,998
"G2801330","1850","Mississippi","280","Sunflower","1330","Sunflower","46","1330",1102,0,0,348,0,754
"G2801350","1850","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",4643,0,0,2096,0,2547
"G2801390","1850","Mississippi","280","Tippah","1390","Tippah","46","1390",20741,0,0,15807,6,4928
"G2801410","1850","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",15490,0,0,13528,1,1961
"G2801430","1850","Mississippi","280","Tunica","1430","Tunica","46","1430",1314,0,0,396,1,917
"G2801490","1850","Mississippi","280","Warren","1490","Warren","46","1490",18120,3678,0,5996,28,12096
"G2801510","1850","Mississippi","280","Washington","1510","Washington","46","1510",8389,0,0,546,7,7836
"G2801530","1850","Mississippi","280","Wayne","1530","Wayne","46","1530",2892,0,0,1499,0,1393
"G2801570","1850","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",16914,0,0,3624,30,13260
"G2801590","1850","Mississippi","280","Winston","1590","Winston","46","1590",7956,0,0,5178,10,2768
"G2801610","1850","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",17258,0,0,8652,9,8597
"G2801630","1850","Mississippi","280","Yazoo","1630","Yazoo","46","1630",14418,0,0,4069,0,10349
"G2900010","1850","Missouri","290","Adair","0010","Adair","34","10",2342,0,0,2283,8,51
"G2900030","1850","Missouri","290","Andrew","0030","Andrew","34","30",9433,0,0,8757,14,662
"G2900050","1850","Missouri","290","Atchison","0050","Atchison","34","50",1678,0,0,1641,7,30
"G2900070","1850","Missouri","290","Audrain","0070","Audrain","34","70",3506,0,0,3048,1,457
"G2900090","1850","Missouri","290","Barry","0090","Barry","34","90",3467,0,0,3317,0,150
"G2900130","1850","Missouri","290","Bates","0130","Bates","34","130",3669,0,0,3520,8,141
"G2900150","1850","Missouri","290","Benton","0150","Benton","34","150",5015,0,0,4547,8,460
"G2900190","1850","Missouri","290","Boone","0190","Boone","34","190",14979,0,0,11300,13,3666
"G2900210","1850","Missouri","290","Buchanan","0210","Buchanan","34","210",12975,0,0,12072,1,902
"G2900230","1850","Missouri","290","Butler","0230","Butler","34","230",1616,0,0,1563,0,53
"G2900250","1850","Missouri","290","Caldwell","0250","Caldwell","34","250",2316,0,0,2176,4,136
"G2900270","1850","Missouri","290","Callaway","0270","Callaway","34","270",13827,0,0,9895,25,3907
"G2900290","1850","Missouri","290","Camden","0290","Camden","34","290",2338,0,0,2208,0,130
"G2900310","1850","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",13912,0,0,12203,35,1674
"G2900330","1850","Missouri","290","Carroll","0330","Carroll","34","330",5441,0,0,4812,8,621
"G2900370","1850","Missouri","290","Cass","0370","Cass","34","370",6090,0,0,5610,2,478
"G2900390","1850","Missouri","290","Cedar","0390","Cedar","34","390",3361,0,0,3278,1,82
"G2900410","1850","Missouri","290","Chariton","0410","Chariton","34","410",7514,0,0,5685,51,1778
"G2900450","1850","Missouri","290","Clark","0450","Clark","34","450",5527,0,0,5013,10,504
"G2900470","1850","Missouri","290","Clay","0470","Clay","34","470",10332,0,0,7585,5,2742
"G2900490","1850","Missouri","290","Clinton","0490","Clinton","34","490",3786,0,0,3346,1,439
"G2900510","1850","Missouri","290","Cole","0510","Cole","34","510",6696,0,0,5699,18,979
"G2900530","1850","Missouri","290","Cooper","0530","Cooper","34","530",12950,0,0,9837,22,3091
"G2900550","1850","Missouri","290","Crawford","0550","Crawford","34","550",6397,0,0,6112,0,285
"G2900570","1850","Missouri","290","Dade","0570","Dade","34","570",4246,0,0,3971,6,269
"G2900590","1850","Missouri","290","Dallas","0590","Dallas","34","590",3648,0,0,3552,8,88
"G2900610","1850","Missouri","290","Daviess","0610","Daviess","34","610",5298,0,0,5056,1,241
"G2900630","1850","Missouri","290","DeKalb","0630","De Kalb","34","630",2075,0,0,2010,0,65
"G2900655","1850","Missouri","290","Dodge","0655","Dodge","34","655",375,0,0,373,0,2
"G2900690","1850","Missouri","290","Dunklin","0690","Dunklin","34","690",1229,0,0,1205,11,13
"G2900710","1850","Missouri","290","Franklin","0710","Franklin","34","710",11021,0,0,9542,20,1459
"G2900730","1850","Missouri","290","Gasconade","0730","Gasconade","34","730",4996,0,0,4884,0,112
"G2900750","1850","Missouri","290","Gentry","0750","Gentry","34","750",4248,0,0,4195,3,50
"G2900770","1850","Missouri","290","Greene","0770","Greene","34","770",12785,0,0,11548,7,1230
"G2900790","1850","Missouri","290","Grundy","0790","Grundy","34","790",3006,0,0,2856,1,149
"G2900810","1850","Missouri","290","Harrison","0810","Harrison","34","810",2447,0,0,2434,0,13
"G2900830","1850","Missouri","290","Henry","0830","Henry","34","830",4052,0,0,3377,3,672
"G2900850","1850","Missouri","290","Hickory","0850","Hickory","34","850",2329,0,0,2143,1,185
"G2900870","1850","Missouri","290","Holt","0870","Holt","34","870",3957,0,0,3827,3,127
"G2900890","1850","Missouri","290","Howard","0890","Howard","34","890",13969,0,0,9039,40,4890
"G2900950","1850","Missouri","290","Jackson","0950","Jackson","34","950",14000,0,0,10990,41,2969
"G2900970","1850","Missouri","290","Jasper","0970","Jasper","34","970",4223,0,0,4009,1,213
