GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,ADZ001,AD9001,AE6001,AE6002,AE6003
"G4804090","1850","Texas","480","San Patricio","4090","San Patricio","49","4090",200,0,0,197,0,3
"G4804190","1850","Texas","480","Shelby","4190","Shelby","49","4190",4239,0,0,3278,0,961
"G4804230","1850","Texas","480","Smith","4230","Smith","49","4230",4292,0,0,3575,0,717
"G4804270","1850","Texas","480","Starr","4270","Starr","49","4270",,,,,,
"G4804390","1850","Texas","480","Tarrant","4390","Tarrant","49","4390",664,0,0,599,0,65
"G4804490","1850","Texas","480","Titus","4490","Titus","49","4490",3636,0,0,3168,1,467
"G4804530","1850","Texas","480","Travis","4530","Travis","49","4530",3138,0,0,2336,11,791
"G4804570","1850","Texas","480","Tyler","4570","Tyler","49","4570",1894,0,0,1476,0,418
"G4804590","1850","Texas","480","Upshur","4590","Upshur","49","4590",3394,0,0,2712,0,682
"G4804670","1850","Texas","480","Van Zandt","4670","Van Zandt","49","4670",1348,0,0,1308,0,40
"G4804690","1850","Texas","480","Victoria","4690","Victoria","49","4690",2019,0,0,1396,52,571
"G4804710","1850","Texas","480","Walker","4710","Walker","49","4710",3964,0,0,2663,0,1301
"G4804770","1850","Texas","480","Washington","4770","Washington","49","4770",5983,0,0,3166,0,2817
"G4804790","1850","Texas","480","Webb","4790","Webb","49","4790",,,,,,
"G4804810","1850","Texas","480","Wharton","4810","Wharton","49","4810",1752,0,0,510,0,1242
"G4804910","1850","Texas","480","Williamson","4910","Williamson","49","4910",1568,0,0,1410,3,155
"G4950115","1850","Utah Territory","495","Davis","0115","Davis","67","110",1134,0,0,1134,0,0
"G4950235","1850","Utah Territory","495","Great Salt Lake","0235","Great Salt Lake","67","350",6157,0,0,6142,15,0
"G4950295","1850","Utah Territory","495","Iron","0295","Iron","67","210",360,0,0,359,1,0
"G4950535","1850","Utah Territory","495","Sanpete","0535","San Pete","67","390",365,0,0,365,0,0
"G4950615","1850","Utah Territory","495","Tooele","0615","Tooele","67","450",152,0,0,152,0,0
"G4950675","1850","Utah Territory","495","Utah","0675","Utah","67","490",2026,0,0,1992,8,26
"G4950755","1850","Utah Territory","495","Weber","0755","Weber","67","570",1186,0,0,1186,0,0
"G5000010","1850","Vermont","500","Addison","0010","Addison","6","10",26549,0,0,26441,108,0
"G5000030","1850","Vermont","500","Bennington","0030","Bennington","6","30",18589,0,0,18511,78,0
"G5000050","1850","Vermont","500","Caledonia","0050","Caledonia","6","50",23595,0,0,23584,11,0
"G5000070","1850","Vermont","500","Chittenden","0070","Chittenden","6","70",29036,6110,0,28927,109,0
"G5000090","1850","Vermont","500","Essex","0090","Essex","6","90",4650,0,0,4647,3,0
"G5000110","1850","Vermont","500","Franklin","0110","Franklin","6","110",28586,0,0,28500,86,0
"G5000130","1850","Vermont","500","Grand Isle","0130","Grand Isle","6","130",4145,0,0,4142,3,0
"G5000150","1850","Vermont","500","Lamoille","0150","Lamoille","6","150",10872,0,0,10869,3,0
"G5000170","1850","Vermont","500","Orange","0170","Orange","6","170",27296,0,0,27277,19,0
"G5000190","1850","Vermont","500","Orleans","0190","Orleans","6","190",15707,0,0,15694,13,0
"G5000210","1850","Vermont","500","Rutland","0210","Rutland","6","210",33059,0,0,32938,121,0
"G5000230","1850","Vermont","500","Washington","0230","Washington","6","230",24654,0,0,24640,14,0
"G5000250","1850","Vermont","500","Windham","0250","Windham","6","250",29062,0,0,29025,37,0
"G5000270","1850","Vermont","500","Windsor","0270","Windsor","6","270",38320,0,0,38207,113,0
"G5100010","1850","Virginia","510","Accomack","0010","Accomack","40","10",17890,0,0,9608,3295,4987
"G5100030","1850","Virginia","510","Albemarle","0030","Albemarle","40","30",25800,0,0,11875,587,13338
"G5100035","1850","Virginia","510","Alexandria","0035","Alexandria","40","130",10008,8734,0,7217,1409,1382
"G5100050","1850","Virginia","510","Alleghany","0050","Alleghany","40","50",3515,0,0,2763,58,694
"G5100070","1850","Virginia","510","Amelia","0070","Amelia","40","70",9770,0,0,2785,166,6819
"G5100090","1850","Virginia","510","Amherst","0090","Amherst","40","90",12699,0,0,6352,394,5953
"G5100110","1850","Virginia","510","Appomattox","0110","Appomattox","40","110",9193,0,0,4209,185,4799
"G5100150","1850","Virginia","510","Augusta","0150","Augusta","40","150",24610,0,0,18983,574,5053
"G5100155","1850","Virginia","510","Barbour","0155","Barbour","40","155",9005,0,0,8670,222,113
"G5100170","1850","Virginia","510","Bath","0170","Bath","40","170",3426,0,0,2434,45,947
"G5100190","1850","Virginia","510","Bedford","0190","Bedford","40","190",24080,0,0,13556,463,10061
"G5100195","1850","Virginia","510","Berkeley","0195","Berkeley","40","195",11771,0,0,9566,249,1956
"G5100215","1850","Virginia","510","Boone","0215","Boone","40","215",3237,0,0,3054,0,183
"G5100230","1850","Virginia","510","Botetourt","0230","Botetourt","40","230",14908,0,0,10746,426,3736
"G5100233","1850","Virginia","510","Braxton","0233","Braxton","40","235",4212,0,0,4123,0,89
"G5100237","1850","Virginia","510","Brooke","0237","Brooke","40","245",5054,0,0,4923,100,31
"G5100250","1850","Virginia","510","Brunswick","0250","Brunswick","40","250",13894,0,0,4885,553,8456
"G5100290","1850","Virginia","510","Buckingham","0290","Buckingham","40","290",13837,0,0,5426,250,8161
"G5100293","1850","Virginia","510","Cabell","0293","Cabell","40","295",6299,0,0,5902,8,389
"G5100310","1850","Virginia","510","Campbell","0310","Campbell","40","310",23245,8071,0,11533,846,10866
"G5100330","1850","Virginia","510","Caroline","0330","Caroline","40","330",18456,0,0,6891,904,10661
"G5100350","1850","Virginia","510","Carroll","0350","Carroll","40","350",5909,0,0,5726,29,154
"G5100360","1850","Virginia","510","Charles City","0360","Charles City","40","360",5200,0,0,1664,772,2764
"G5100370","1850","Virginia","510","Charlotte","0370","Charlotte","40","370",13955,0,0,4615,352,8988
"G5100410","1850","Virginia","510","Chesterfield","0410","Chesterfield","40","410",17489,0,0,8406,467,8616
"G5100430","1850","Virginia","510","Clarke","0430","Clarke","40","430",7352,0,0,3614,124,3614
"G5100470","1850","Virginia","510","Culpeper","0470","Culpeper","40","470",12282,0,0,5112,487,6683
"G5100490","1850","Virginia","510","Cumberland","0490","Cumberland","40","490",9751,0,0,3082,340,6329
"G5100530","1850","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",25118,14010,0,10942,3296,10880
"G5100533","1850","Virginia","510","Doddridge","0533","Doddridge","40","535",2750,0,0,2718,1,31
"G5100550","1850","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",4586,0,0,2341,97,2148
"G5100570","1850","Virginia","510","Essex","0570","Essex","40","570",10206,0,0,3035,409,6762
"G5100590","1850","Virginia","510","Fairfax","0590","Fairfax","40","590",10682,0,0,6835,597,3250
"G5100610","1850","Virginia","510","Fauquier","0610","Fauquier","40","610",20868,0,0,9875,643,10350
"G5100615","1850","Virginia","510","Fayette","0615","Fayette","40","615",3955,0,0,3780,19,156
"G5100630","1850","Virginia","510","Floyd","0630","Floyd","40","630",6458,0,0,6001,14,443
"G5100650","1850","Virginia","510","Fluvanna","0650","Fluvanna","40","650",9487,0,0,4539,211,4737
"G5100670","1850","Virginia","510","Franklin","0670","Franklin","40","670",17430,0,0,11638,66,5726
"G5100690","1850","Virginia","510","Frederick","0690","Frederick","40","690",15975,3857,0,12769,912,2294
"G5100710","1850","Virginia","510","Giles","0710","Giles","40","710",6570,0,0,5858,55,657
"G5100715","1850","Virginia","510","Gilmer","0715","Gilmer","40","715",3475,0,0,3403,0,72
"G5100730","1850","Virginia","510","Gloucester","0730","Gloucester","40","730",10527,0,0,4290,680,5557
"G5100750","1850","Virginia","510","Goochland","0750","Goochland","40","750",10352,0,0,3863,644,5845
"G5100770","1850","Virginia","510","Grayson","0770","Grayson","40","770",6677,0,0,6142,36,499
"G5100775","1850","Virginia","510","Greenbrier","0775","Greenbrier","40","775",10022,0,0,8549,156,1317
"G5100790","1850","Virginia","510","Greene","0790","Greene","40","790",4400,0,0,2667,34,1699
"G5100810","1850","Virginia","510","Greensville","0810","Greensville","40","810",5639,0,0,1731,123,3785
"G5100830","1850","Virginia","510","Halifax","0830","Halifax","40","830",25962,0,0,10976,534,14452
"G5100833","1850","Virginia","510","Hampshire","0833","Hampshire","40","835",14036,0,0,12379,224,1433
"G5100837","1850","Virginia","510","Hancock","0837","Hancock","40","845",4050,0,0,4040,7,3
"G5100850","1850","Virginia","510","Hanover","0850","Hanover","40","850",15153,0,0,6539,221,8393
"G5100853","1850","Virginia","510","Hardy","0853","Hardy","40","855",9543,0,0,7927,356,1260
"G5100857","1850","Virginia","510","Harrison","0857","Harrison","40","865",11728,0,0,11213,27,488
"G5100870","1850","Virginia","510","Henrico","0870","Henrico","40","870",43572,27570,27570,23826,3637,16109
"G5100890","1850","Virginia","510","Henry","0890","Henry","40","890",8872,0,0,5324,208,3340
"G5100910","1850","Virginia","510","Highland","0910","Highland","40","910",4227,0,0,3837,26,364
"G5100930","1850","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",9353,0,0,4710,1248,3395
"G5100935","1850","Virginia","510","Jackson","0935","Jackson","40","935",6544,0,0,6480,11,53
"G5100950","1850","Virginia","510","James City","0950","James City","40","950",4020,0,0,1489,663,1868
"G5100953","1850","Virginia","510","Jefferson","0953","Jefferson","40","955",15357,0,0,10476,540,4341
"G5100957","1850","Virginia","510","Kanawha","0957","Kanawha","40","965",15353,0,0,12001,212,3140
"G5100970","1850","Virginia","510","King And Queen","0970","King And Queen","40","970",10319,0,0,4094,461,5764
"G5100990","1850","Virginia","510","King George","0990","King George","40","990",5971,0,0,2301,267,3403
"G5101010","1850","Virginia","510","King William","1010","King William","40","1010",8779,0,0,2701,347,5731
"G5101030","1850","Virginia","510","Lancaster","1030","Lancaster","40","1030",4708,0,0,1802,266,2640
"G5101050","1850","Virginia","510","Lee","1050","Lee","40","1050",10267,0,0,9440,40,787
"G5101053","1850","Virginia","510","Lewis","1053","Lewis","40","1055",10031,0,0,9620,43,368
"G5101057","1850","Virginia","510","Logan","1057","Logan","40","1065",3620,0,0,3533,0,87
"G5101070","1850","Virginia","510","Loudoun","1070","Loudoun","40","1070",22079,0,0,15081,1357,5641
"G5101090","1850","Virginia","510","Louisa","1090","Louisa","40","1090",16691,0,0,6423,404,9864
"G5101110","1850","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",11692,0,0,4314,191,7187
"G5101130","1850","Virginia","510","Madison","1130","Madison","40","1130",9331,0,0,4456,151,4724
"G5101133","1850","Virginia","510","Marion","1133","Marion","40","1141",10552,0,0,10439,19,94
"G5101135","1850","Virginia","510","Marshall","1135","Marshall","40","1145",10138,0,0,10050,39,49
"G5101137","1850","Virginia","510","Mason","1137","Mason","40","1148",7539,0,0,6841,51,647
"G5101150","1850","Virginia","510","Mathews","1150","Matthews","40","1150",6714,0,0,3642,149,2923
"G5101170","1850","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",20630,0,0,7256,912,12462
"G5101175","1850","Virginia","510","Mercer","1175","Mercer","40","1175",4222,0,0,4018,27,177
"G5101190","1850","Virginia","510","Middlesex","1190","Middlesex","40","1190",4394,0,0,1903,149,2342
"G5101193","1850","Virginia","510","Monongalia","1193","Monongalia","40","1195",12387,0,0,12092,119,176
"G5101197","1850","Virginia","510","Monroe","1197","Monroe","40","1205",10204,0,0,9062,81,1061
"G5101210","1850","Virginia","510","Montgomery","1210","Montgomery","40","1210",8359,0,0,6822,66,1471
"G5101215","1850","Virginia","510","Morgan","1215","Morgan","40","1215",3557,0,0,3431,3,123
"G5101230","1850","Virginia","510","Nansemond","1230","Nansemond","40","1230",12283,0,0,5424,2144,4715
"G5101250","1850","Virginia","510","Nelson","1250","Nelson","40","1250",12758,0,0,6478,138,6142
"G5101270","1850","Virginia","510","New Kent","1270","New Kent","40","1270",6064,0,0,2222,432,3410
"G5101275","1850","Virginia","510","Nicholas","1275","Nicholas","40","1275",3963,0,0,3889,1,73
"G5101290","1850","Virginia","510","Norfolk","1290","Norfolk","40","1290",33036,22952,0,20329,2307,10400
"G5101310","1850","Virginia","510","Northampton","1310","Northampton","40","1310",7498,0,0,3105,745,3648
"G5101330","1850","Virginia","510","Northumberland","1330","Northumberland","40","1330",7346,0,0,3072,519,3755
"G5101350","1850","Virginia","510","Nottoway","1350","Nottoway","40","1350",8437,0,0,2234,153,6050
"G5101355","1850","Virginia","510","Ohio","1355","Ohio","40","1355",18006,11435,0,17612,230,164
"G5101370","1850","Virginia","510","Orange","1370","Orange","40","1370",10067,0,0,3962,184,5921
"G5101390","1850","Virginia","510","Page","1390","Page","40","1390",7600,0,0,6332,311,957
"G5101410","1850","Virginia","510","Patrick","1410","Patrick","40","1410",9609,0,0,7187,98,2324
"G5101415","1850","Virginia","510","Pendleton","1415","Pendleton","40","1415",5795,0,0,5443,30,322
"G5101430","1850","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",28796,0,0,15263,735,12798
"G5101437","1850","Virginia","510","Pocahontas","1437","Pocahontas","40","1445",3598,0,0,3303,28,267
"G5101450","1850","Virginia","510","Powhatan","1450","Powhatan","40","1450",8178,0,0,2513,383,5282
"G5101455","1850","Virginia","510","Preston","1455","Preston","40","1455",11708,0,0,11562,59,87
"G5101470","1850","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",11857,0,0,4177,488,7192
"G5101490","1850","Virginia","510","Prince George","1490","Prince George","40","1490",7596,0,0,2670,518,4408
"G5101510","1850","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",7669,0,0,4280,259,3130
"G5101530","1850","Virginia","510","Prince William","1530","Prince William","40","1530",8129,0,0,5079,552,2498
"G5101550","1850","Virginia","510","Pulaski","1550","Pulaski","40","1550",5118,0,0,3613,34,1471
"G5101553","1850","Virginia","510","Putnam","1553","Putnam","40","1555",5335,0,0,4693,10,632
"G5101555","1850","Virginia","510","Raleigh","1555","Raleigh","40","1565",1765,0,0,1729,13,23
"G5101557","1850","Virginia","510","Randolph","1557","Randolph","40","1567",5243,0,0,5003,39,201
"G5101570","1850","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",9782,0,0,5642,296,3844
"G5101590","1850","Virginia","510","Richmond","1590","Richmond","40","1590",6448,0,0,3463,708,2277
"G5101593","1850","Virginia","510","Ritchie","1593","Ritchie","40","1595",3902,0,0,3886,0,16
"G5101610","1850","Virginia","510","Roanoke","1610","Roanoke","40","1610",8477,0,0,5812,155,2510
"G5101630","1850","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",16045,0,0,11484,364,4197
"G5101650","1850","Virginia","510","Rockingham","1650","Rockingham","40","1650",20294,0,0,17496,467,2331
"G5101670","1850","Virginia","510","Russell","1670","Russell","40","1670",11919,0,0,10866,71,982
"G5101690","1850","Virginia","510","Scott","1690","Scott","40","1690",9829,0,0,9322,34,473
"G5101710","1850","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",13768,0,0,12565,292,911
"G5101730","1850","Virginia","510","Smyth","1730","Smyth","40","1730",8162,0,0,6898,200,1064
"G5101750","1850","Virginia","510","Southampton","1750","Southampton","40","1750",13521,0,0,5940,1826,5755
"G5101770","1850","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",14911,4061,0,6894,536,7481
"G5101790","1850","Virginia","510","Stafford","1790","Stafford","40","1790",8044,0,0,4415,318,3311
"G5101810","1850","Virginia","510","Surry","1810","Surry","40","1810",5679,0,0,2215,985,2479
"G5101830","1850","Virginia","510","Sussex","1830","Sussex","40","1830",9820,0,0,3086,742,5992
"G5101835","1850","Virginia","510","Taylor","1835","Taylor","40","1835",5367,0,0,5130,69,168
"G5101850","1850","Virginia","510","Tazewell","1850","Tazewell","40","1850",9942,0,0,8807,75,1060
"G5101855","1850","Virginia","510","Tyler","1855","Tyler","40","1859",5498,0,0,5456,4,38
"G5101870","1850","Virginia","510","Warren","1870","Warren","40","1870",6607,0,0,4493,366,1748
"G5101890","1850","Virginia","510","Warwick","1890","Warwick","40","1875",1546,0,0,599,42,905
"G5101910","1850","Virginia","510","Washington","1910","Washington","40","1910",14612,0,0,12369,112,2131
"G5101913","1850","Virginia","510","Wayne","1913","Wayne","40","1915",4760,0,0,4564,7,189
"G5101930","1850","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",8080,0,0,3376,1147,3557
"G5101933","1850","Virginia","510","Wetzel","1933","Wetzel","40","1935",4284,0,0,4261,6,17
"G5101937","1850","Virginia","510","Wirt","1937","Wirt","40","1945",3353,0,0,3319,2,32
"G5101953","1850","Virginia","510","Wood","1953","Wood","40","1955",9450,0,0,9008,69,373
"G5101957","1850","Virginia","510","Wyoming","1957","Wyoming","40","1965",1645,0,0,1583,1,61
"G5101970","1850","Virginia","510","Wythe","1970","Wythe","40","1970",12024,0,0,9618,221,2185
"G5101990","1850","Virginia","510","York","1990","York","40","1990",4460,0,0,1825,454,2181
"G5500010","1850","Wisconsin","550","Adams","0010","Adams","25","10",187,0,0,187,0,0
"G5500015","1850","Wisconsin","550","Adams-Sauk [multi-county reporting area]","0015","Adams-Sauk (multi-county reporting area)","25","15",,,,,,
"G5500090","1850","Wisconsin","550","Brown","0090","Brown","25","90",6215,0,0,6170,45,0
"G5500150","1850","Wisconsin","550","Calumet","0150","Calumet","25","150",1743,0,0,1620,123,0
"G5500170","1850","Wisconsin","550","Chippewa","0170","Chippewa","25","170",615,0,0,614,1,0
"G5500175","1850","Wisconsin","550","Chippewa-Crawford [multi-county reporting area]","0175","Chippewa-Crawford (multi-county reporting area)","25","175",,,,,,
"G5500210","1850","Wisconsin","550","Columbia","0210","Columbia","25","210",9565,0,0,9547,18,0
"G5500230","1850","Wisconsin","550","Crawford","0230","Crawford","25","230",2498,0,0,2481,17,0
"G5500250","1850","Wisconsin","550","Dane","0250","Dane","25","250",16639,0,0,16613,26,0
"G5500270","1850","Wisconsin","550","Dodge","0270","Dodge","25","270",19138,0,0,19126,12,0
"G5500390","1850","Wisconsin","550","Fond du Lac","0390","Fond Du Lac","25","390",14510,0,0,14507,3,0
"G5500430","1850","Wisconsin","550","Grant","0430","Grant","25","430",16169,0,0,16139,30,0
"G5500450","1850","Wisconsin","550","Green","0450","Green","25","450",8566,0,0,8566,0,0
"G5500490","1850","Wisconsin","550","Iowa","0490","Iowa","25","490",9525,0,0,9496,29,0
"G5500550","1850","Wisconsin","550","Jefferson","0550","Jefferson","25","550",15317,0,0,15314,3,0
"G5500590","1850","Wisconsin","550","Kenosha","0590","Kenosha","25","590",10734,3455,0,10716,18,0
"G5500650","1850","Wisconsin","550","Lafayette","0650","Lafayette","25","650",11531,0,0,11517,14,0
"G5500675","1850","Wisconsin","550","La Point","0675","La Point","25","70",489,0,0,483,6,0
"G5500710","1850","Wisconsin","550","Manitowoc","0710","Manitowoc","25","710",3702,0,0,3702,0,0
"G5500730","1850","Wisconsin","550","Marathon","0730","Marathon","25","730",508,0,0,508,0,0
"G5500770","1850","Wisconsin","550","Marquette","0770","Marquette","25","770",8641,0,0,8634,7,0
"G5500790","1850","Wisconsin","550","Milwaukee","0790","Milwaukee","25","790",31077,20061,0,30966,111,0
"G5500970","1850","Wisconsin","550","Portage","0970","Portage","25","970",1250,0,0,1249,1,0
"G5501010","1850","Wisconsin","550","Racine","1010","Racine","25","1010",14973,5107,0,14907,66,0
"G5501030","1850","Wisconsin","550","Richland","1030","Richland","25","1030",903,0,0,902,1,0
"G5501050","1850","Wisconsin","550","Rock","1050","Rock","25","1050",20750,0,0,20727,23,0
"G5501090","1850","Wisconsin","550","St Croix","1090","St Croix","25","1090",624,0,0,619,5,0
"G5501110","1850","Wisconsin","550","Sauk","1110","Sauk","25","1110",4371,0,0,4370,1,0
"G5501170","1850","Wisconsin","550","Sheboygan","1170","Sheboygan","25","1170",8379,0,0,8372,7,0
"G5501270","1850","Wisconsin","550","Walworth","1270","Walworth","25","1270",17862,0,0,17859,3,0
"G5501310","1850","Wisconsin","550","Washington","1310","Washington","25","1310",19485,0,0,19485,0,0
"G5501330","1850","Wisconsin","550","Waukesha","1330","Waukesha","25","1330",19258,0,0,19213,45,0
"G5501390","1850","Wisconsin","550","Winnebago","1390","Winnebago","25","1390",10167,0,0,10147,20,0
