GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ABN001,ABU001,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006
"G3300110","1830","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",37724,0,18190,19419,0,0,55,60
"G3300130","1830","New Hampshire","330","Merrimack","0130","Merrimack","4","130",34614,0,16923,17565,0,0,60,66
"G3300150","1830","New Hampshire","330","Rockingham","0150","Rockingham","4","150",44325,8026,21248,22889,0,3,87,98
"G3300170","1830","New Hampshire","330","Strafford","0170","Strafford","4","170",58910,5449,28185,30655,0,0,28,42
"G3300190","1830","New Hampshire","330","Sullivan","0190","Sullivan","4","190",19669,0,9807,9834,0,0,10,18
"G3400030","1830","New Jersey","340","Bergen","0030","Bergen","12","30",22412,0,10300,9634,304,280,1060,834
"G3400050","1830","New Jersey","340","Burlington","0050","Burlington","12","50",31107,0,14710,15019,7,16,694,661
"G3400090","1830","New Jersey","340","Cape May","0090","Cape May","12","90",4936,0,2400,2308,3,0,118,107
"G3400110","1830","New Jersey","340","Cumberland","0110","Cumberland","12","110",14093,0,6723,6582,0,2,431,355
"G3400130","1830","New Jersey","340","Essex","0130","Essex","12","130",41911,14408,20242,19512,107,111,921,1018
"G3400150","1830","New Jersey","340","Gloucester","0150","Gloucester","12","150",28431,0,13916,12962,0,4,835,714
"G3400190","1830","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",31060,3925,14465,14653,77,95,869,901
"G3400230","1830","New Jersey","340","Middlesex","0230","Middlesex","12","230",23157,0,10543,10487,130,179,904,914
"G3400250","1830","New Jersey","340","Monmouth","0250","Monmouth","12","250",29233,0,13800,13134,97,130,1094,978
"G3400270","1830","New Jersey","340","Morris","0270","Morris","12","270",23666,0,11619,11080,77,88,438,364
"G3400330","1830","New Jersey","340","Salem","0330","Salem","12","330",14155,0,6443,6300,1,0,773,638
"G3400350","1830","New Jersey","340","Somerset","0350","Somerset","12","350",17689,0,7665,7717,214,234,945,914
"G3400370","1830","New Jersey","340","Sussex","0370","Sussex","12","370",20346,0,10240,9654,21,30,206,195
"G3400410","1830","New Jersey","340","Warren","0410","Warren","12","410",18627,0,9463,8695,21,26,213,209
"G3600010","1830","New York","360","Albany","0010","Albany","13","10",53520,24209,26253,25672,2,0,693,900
"G3600030","1830","New York","360","Allegany","0030","Allegany","13","30",26276,0,13422,12775,0,0,45,34
"G3600070","1830","New York","360","Broome","0070","Broome","13","70",17579,0,9019,8464,0,0,44,52
"G3600090","1830","New York","360","Cattaraugus","0090","Cattaraugus","13","90",16724,0,8836,7867,0,0,14,7
"G3600110","1830","New York","360","Cayuga","0110","Cayuga","13","110",47948,0,24466,23113,0,0,211,158
"G3600130","1830","New York","360","Chautauqua","0130","Chautauqua","13","130",34671,0,18085,16486,0,0,48,52
"G3600170","1830","New York","360","Chenango","0170","Chenango","13","170",37238,0,18669,18300,2,1,125,141
"G3600190","1830","New York","360","Clinton","0190","Clinton","13","190",19344,0,10030,9232,0,0,40,42
"G3600210","1830","New York","360","Columbia","0210","Columbia","13","210",39907,5392,19328,18997,0,0,774,808
"G3600230","1830","New York","360","Cortland","0230","Cortland","13","230",23791,0,12009,11744,0,0,18,20
"G3600250","1830","New York","360","Delaware","0250","Delaware","13","250",33024,0,16780,16041,0,0,111,92
"G3600270","1830","New York","360","Dutchess","0270","Dutchess","13","270",50926,0,24365,24075,0,0,1215,1271
"G3600290","1830","New York","360","Erie","0290","Erie","13","290",35719,8668,18891,16585,0,0,138,105
"G3600310","1830","New York","360","Essex","0310","Essex","13","310",19287,0,9987,9240,0,0,35,25
"G3600330","1830","New York","360","Franklin","0330","Franklin","13","330",11312,0,5797,5491,0,0,12,12
"G3600370","1830","New York","360","Genesee","0370","Genesee","13","370",52147,0,26821,25234,0,0,52,40
"G3600390","1830","New York","360","Greene","0390","Greene","13","390",29525,0,14589,13942,0,0,504,490
"G3600410","1830","New York","360","Hamilton","0410","Hamilton","13","410",1325,0,671,653,0,0,0,1
"G3600430","1830","New York","360","Herkimer","0430","Herkimer","13","430",35870,0,18052,17466,0,0,172,180
"G3600450","1830","New York","360","Jefferson","0450","Jefferson","13","450",48493,0,25112,23242,0,0,65,74
"G3600470","1830","New York","360","Kings","0470","Kings","13","470",20535,12406,9329,9199,0,0,966,1041
"G3600490","1830","New York","360","Lewis","0490","Lewis","13","490",15239,0,7881,7275,0,0,41,42
"G3600510","1830","New York","360","Livingston","0510","Livingston","13","510",27729,0,14069,13526,0,0,66,68
"G3600530","1830","New York","360","Madison","0530","Madison","13","530",39038,0,19897,18914,0,0,122,105
"G3600550","1830","New York","360","Monroe","0550","Monroe","13","550",49855,9207,25866,23524,0,0,231,234
"G3600570","1830","New York","360","Montgomery","0570","Montgomery","13","570",43715,0,21650,21354,0,26,345,340
"G3600610","1830","New York","360","New York","0610","New York","13","610",202589,202589,89034,94102,0,17,5980,7979
"G3600630","1830","New York","360","Niagara","0630","Niagara","13","630",18482,0,9701,8679,0,0,63,39
"G3600650","1830","New York","360","Oneida","0650","Oneida","13","650",71326,8323,35960,34898,9,6,222,231
"G3600670","1830","New York","360","Onondaga","0670","Onondaga","13","670",58973,0,30294,28187,0,0,229,263
"G3600690","1830","New York","360","Ontario","0690","Ontario","13","690",40288,0,20486,19347,0,0,191,264
"G3600710","1830","New York","360","Orange","0710","Orange","13","710",45366,0,21951,21192,0,0,1111,1112
"G3600730","1830","New York","360","Orleans","0730","Orleans","13","730",17732,0,9247,8458,0,0,10,17
"G3600750","1830","New York","360","Oswego","0750","Oswego","13","750",27119,0,14026,12949,0,0,74,70
"G3600770","1830","New York","360","Otsego","0770","Otsego","13","770",51372,0,25536,25572,0,0,137,127
"G3600790","1830","New York","360","Putnam","0790","Putnam","13","790",12628,0,6274,6190,0,4,83,77
"G3600810","1830","New York","360","Queens","0810","Queens","13","810",22460,0,9832,9520,0,0,1623,1485
"G3600830","1830","New York","360","Rensselaer","0830","Rensselaer","13","830",49424,11556,24296,24092,0,0,461,575
"G3600850","1830","New York","360","Richmond","0850","Richmond","13","850",7082,0,3299,3231,0,0,299,253
"G3600870","1830","New York","360","Rockland","0870","Rockland","13","870",9388,0,4572,4365,0,0,239,212
"G3600890","1830","New York","360","St Lawrence","0890","St Lawrence","13","890",36354,0,18842,17452,0,0,31,29
"G3600910","1830","New York","360","Saratoga","0910","Saratoga","13","910",38679,0,19144,18943,0,0,275,317
"G3600930","1830","New York","360","Schenectady","0930","Schenectady","13","930",12347,4268,6113,5930,0,0,143,161
"G3600950","1830","New York","360","Schoharie","0950","Schoharie","13","950",27902,0,13734,13601,0,0,301,266
"G3600990","1830","New York","360","Seneca","0990","Seneca","13","990",21041,0,10667,10197,0,0,97,80
"G3601010","1830","New York","360","Steuben","1010","Steuben","13","1010",33851,0,17393,16250,0,0,108,100
"G3601030","1830","New York","360","Suffolk","1030","Suffolk","13","1030",26780,0,12366,12401,0,0,1050,963
"G3601050","1830","New York","360","Sullivan","1050","Sullivan","13","1050",12364,0,6464,5781,0,0,59,60
"G3601070","1830","New York","360","Tioga","1070","Tioga","13","1070",27690,0,14306,13221,0,0,81,82
"G3601090","1830","New York","360","Tompkins","1090","Tompkins","13","1090",36545,0,18379,17932,0,0,120,114
"G3601110","1830","New York","360","Ulster","1110","Ulster","13","1110",36550,0,17714,16941,0,0,851,919
"G3601130","1830","New York","360","Warren","1130","Warren","13","1130",11796,0,5997,5777,0,0,8,14
"G3601150","1830","New York","360","Washington","1150","Washington","13","1150",42635,0,21395,20847,0,8,186,199
"G3601170","1830","New York","360","Wayne","1170","Wayne","13","1170",33643,0,17187,16268,0,0,94,94
"G3601190","1830","New York","360","Westchester","1190","Westchester","13","1190",36456,0,17735,16606,0,0,1199,916
"G3601230","1830","New York","360","Yates","1230","Yates","13","1230",19009,0,9623,9280,0,0,54,52
"G3700070","1830","North Carolina","370","Anson","0070","Anson","47","70",14095,0,4676,4481,2375,2403,75,85
"G3700090","1830","North Carolina","370","Ashe","0090","Ashe","47","90",6987,0,3266,3127,254,238,54,48
"G3700130","1830","North Carolina","370","Beaufort","0130","Beaufort","47","130",10969,0,3230,3087,2239,1926,237,250
"G3700150","1830","North Carolina","370","Bertie","0150","Bertie","47","150",12262,0,2590,2668,3474,3323,102,105
"G3700170","1830","North Carolina","370","Bladen","0170","Bladen","47","170",7811,0,2205,2296,1604,1518,92,96
"G3700190","1830","North Carolina","370","Brunswick","0190","Brunswick","47","190",6516,0,1492,1509,1630,1477,207,201
"G3700210","1830","North Carolina","370","Buncombe","0210","Buncombe","47","210",16281,0,7401,7122,830,836,43,49
"G3700230","1830","North Carolina","370","Burke","0230","Burke","47","230",17888,0,7155,6905,1948,1678,97,105
"G3700250","1830","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",8810,0,3348,3160,1152,1106,21,23
"G3700290","1830","North Carolina","370","Camden","0290","Camden","47","290",6733,0,2246,2262,1132,893,90,110
"G3700310","1830","North Carolina","370","Carteret","0310","Carteret","47","310",6597,0,2406,2459,779,814,64,75
"G3700330","1830","North Carolina","370","Caswell","0330","Caswell","47","330",15185,0,4114,4285,3232,3202,172,180
"G3700370","1830","North Carolina","370","Chatham","0370","Chatham","47","370",15405,0,4990,5083,2517,2539,153,123
"G3700410","1830","North Carolina","370","Chowan","0410","Chowan","47","410",6697,0,1288,1473,1931,1837,83,85
"G3700470","1830","North Carolina","370","Columbus","0470","Columbus","47","470",4141,0,1504,1496,511,568,37,25
"G3700490","1830","North Carolina","370","Craven","0490","Craven","47","490",13734,3796,3257,3345,3060,3069,465,538
"G3700510","1830","North Carolina","370","Cumberland","0510","Cumberland","47","510",14834,2868,4510,4581,2501,2556,312,374
"G3700530","1830","North Carolina","370","Currituck","0530","Currituck","47","530",7655,0,2596,2739,1126,1062,49,83
"G3700570","1830","North Carolina","370","Davidson","0570","Davidson","47","570",13389,0,5659,5662,996,922,81,69
"G3700610","1830","North Carolina","370","Duplin","0610","Duplin","47","610",11291,0,3378,3310,2297,2137,80,89
"G3700650","1830","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",14935,0,3781,3851,3638,3437,111,117
"G3700690","1830","North Carolina","370","Franklin","0690","Franklin","47","690",10665,0,2623,2714,2484,2476,191,177
"G3700730","1830","North Carolina","370","Gates","0730","Gates","47","730",7866,0,1963,1928,1880,1768,167,160
"G3700770","1830","North Carolina","370","Granville","0770","Granville","47","770",19355,0,4631,4799,4516,4650,367,392
"G3700790","1830","North Carolina","370","Greene","0790","Greene","47","790",6413,0,1688,1745,1488,1384,70,38
"G3700810","1830","North Carolina","370","Guilford","0810","Guilford","47","810",18737,0,7886,7875,1306,1288,183,199
"G3700830","1830","North Carolina","370","Halifax","0830","Halifax","47","830",17739,0,2951,2919,4897,4893,1006,1073
"G3700870","1830","North Carolina","370","Haywood","0870","Haywood","47","870",4578,0,2156,2068,142,149,31,32
"G3700910","1830","North Carolina","370","Hertford","0910","Hertford","47","910",8537,0,1906,1968,1925,1785,467,486
"G3700950","1830","North Carolina","370","Hyde","0950","Hyde","47","950",6184,0,2018,2063,1038,905,87,73
"G3700970","1830","North Carolina","370","Iredell","0970","Iredell","47","970",14918,0,5611,5595,1857,1825,13,17
"G3701010","1830","North Carolina","370","Johnston","1010","Johnston","47","1010",10938,0,3567,3607,1873,1766,60,65
"G3701030","1830","North Carolina","370","Jones","1030","Jones","47","1030",5608,0,1170,1177,1495,1580,84,102
"G3701070","1830","North Carolina","370","Lenoir","1070","Lenoir","47","1070",7723,0,1849,1829,1977,1942,65,61
"G3701090","1830","North Carolina","370","Lincoln","1090","Lincoln","47","1090",22455,0,8995,8511,2429,2453,32,35
"G3701130","1830","North Carolina","370","Macon","1130","Macon","47","1130",5333,0,2492,2345,229,229,16,22
"G3701170","1830","North Carolina","370","Martin","1170","Martin","47","1170",8539,0,2457,2484,1681,1598,164,155
"G3701190","1830","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",20073,0,6414,6373,3622,3524,81,59
"G3701230","1830","North Carolina","370","Montgomery","1230","Montgomery","47","1230",10919,0,4332,4182,1217,1078,54,56
"G3701250","1830","North Carolina","370","Moore","1250","Moore","47","1250",7745,0,2933,3063,831,842,32,44
"G3701270","1830","North Carolina","370","Nash","1270","Nash","47","1270",8490,0,2209,2292,1860,1846,150,133
"G3701290","1830","North Carolina","370","New Hanover","1290","New Hanover","47","1290",10959,3791,2517,2490,2805,2811,152,184
"G3701310","1830","North Carolina","370","Northampton","1310","Northampton","47","1310",13391,0,2542,2671,3763,3479,487,449
"G3701330","1830","North Carolina","370","Onslow","1330","Onslow","47","1330",7814,0,2283,2286,1575,1569,49,52
"G3701350","1830","North Carolina","370","Orange","1350","Orange","47","1350",23908,0,7941,7975,3679,3694,291,328
"G3701390","1830","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",8641,0,2473,2509,1425,1196,492,546
"G3701430","1830","North Carolina","370","Perquimans","1430","Perquimans","47","1430",7419,0,2152,2175,1408,1341,144,199
"G3701450","1830","North Carolina","370","Person","1450","Person","47","1450",10027,0,2723,2724,2191,2241,72,76
"G3701470","1830","North Carolina","370","Pitt","1470","Pitt","47","1470",12093,0,3248,3420,2771,2594,33,27
"G3701510","1830","North Carolina","370","Randolph","1510","Randolph","47","1510",12406,0,5349,5245,723,739,168,182
"G3701530","1830","North Carolina","370","Richmond","1530","Richmond","47","1530",9396,0,2856,2875,1709,1803,79,74
"G3701550","1830","North Carolina","370","Robeson","1550","Robeson","47","1550",9433,0,3111,3218,1258,1241,316,289
"G3701570","1830","North Carolina","370","Rockingham","1570","Rockingham","47","1570",12935,0,4228,4200,2145,2151,110,101
"G3701590","1830","North Carolina","370","Rowan","1590","Rowan","47","1590",20786,0,7177,7285,3042,3147,71,64
"G3701610","1830","North Carolina","370","Rutherford","1610","Rutherford","47","1610",17557,0,7167,6907,1684,1704,44,51
"G3701630","1830","North Carolina","370","Sampson","1630","Sampson","47","1630",11634,0,3743,3766,1972,1912,131,110
"G3701690","1830","North Carolina","370","Stokes","1690","Stokes","47","1690",16196,0,6381,6741,1356,1485,113,120
"G3701710","1830","North Carolina","370","Surry","1710","Surry","47","1710",14504,0,6083,6291,915,1030,84,101
"G3701770","1830","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4732,0,1616,1667,714,677,33,25
"G3701830","1830","North Carolina","370","Wake","1830","Wake","47","1830",20398,0,5679,5777,4075,4034,410,423
"G3701850","1830","North Carolina","370","Warren","1850","Warren","47","1850",11877,0,2072,2186,3789,3538,138,154
"G3701870","1830","North Carolina","370","Washington","1870","Washington","47","1870",4552,0,1351,1353,846,866,64,72
"G3701910","1830","North Carolina","370","Wayne","1910","Wayne","47","1910",10331,0,3225,3445,1788,1729,69,75
"G3701930","1830","North Carolina","370","Wilkes","1930","Wilkes","47","1930",11968,0,5094,5245,707,785,66,71
"G3900010","1830","Ohio","390","Adams","0010","Adams","24","10",12281,0,6220,5990,0,0,33,38
"G3900030","1830","Ohio","390","Allen","0030","Allen","24","30",578,0,291,287,0,0,0,0
"G3900070","1830","Ohio","390","Ashtabula","0070","Ashtabula","24","70",14584,0,7603,6970,0,0,5,6
"G3900090","1830","Ohio","390","Athens","0090","Athens","24","90",9787,0,4947,4827,0,0,8,5
"G3900130","1830","Ohio","390","Belmont","0130","Belmont","24","130",28627,0,14284,13746,0,0,291,306
"G3900150","1830","Ohio","390","Brown","0150","Brown","24","150",17867,0,8782,8565,0,0,243,277
"G3900170","1830","Ohio","390","Butler","0170","Butler","24","170",27142,0,13934,13024,0,1,93,90
"G3900210","1830","Ohio","390","Champaign","0210","Champaign","24","210",12131,0,6154,5770,0,0,105,102
"G3900230","1830","Ohio","390","Clark","0230","Clark","24","230",13114,0,6687,6276,0,1,73,77
"G3900250","1830","Ohio","390","Clermont","0250","Clermont","24","250",20466,0,10336,10038,0,0,43,49
"G3900270","1830","Ohio","390","Clinton","0270","Clinton","24","270",11436,0,5747,5575,0,0,55,59
"G3900290","1830","Ohio","390","Columbiana","0290","Columbiana","24","290",35592,0,17983,17257,0,0,172,180
"G3900310","1830","Ohio","390","Coshocton","0310","Coshocton","24","310",11161,0,5710,5408,0,0,18,25
"G3900330","1830","Ohio","390","Crawford","0330","Crawford","24","330",4791,0,2471,2299,0,0,10,11
"G3900350","1830","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",10373,0,5418,4879,0,0,45,31
"G3900370","1830","Ohio","390","Darke","0370","Darke","24","370",6204,0,3175,2956,0,0,39,34
"G3900410","1830","Ohio","390","Delaware","0410","Delaware","24","410",11504,0,5913,5539,0,0,29,23
"G3900450","1830","Ohio","390","Fairfield","0450","Fairfield","24","450",24786,0,12676,11904,0,0,101,105
"G3900470","1830","Ohio","390","Fayette","0470","Fayette","24","470",8182,0,4081,4048,0,0,34,19
"G3900490","1830","Ohio","390","Franklin","0490","Franklin","24","490",14741,0,7758,6695,0,0,148,140
"G3900530","1830","Ohio","390","Gallia","0530","Gallia","24","530",9733,0,4679,4532,0,0,269,253
"G3900550","1830","Ohio","390","Geauga","0550","Geauga","24","550",15813,0,8365,7427,0,0,11,10
"G3900570","1830","Ohio","390","Greene","0570","Greene","24","570",14801,0,7527,7112,0,0,90,72
"G3900590","1830","Ohio","390","Guernsey","0590","Guernsey","24","590",18036,0,9062,8828,0,0,73,73
"G3900610","1830","Ohio","390","Hamilton","0610","Hamilton","24","610",52317,24831,26593,24418,0,2,644,660
"G3900630","1830","Ohio","390","Hancock","0630","Hancock","24","630",813,0,451,353,0,0,3,6
"G3900650","1830","Ohio","390","Hardin","0650","Hardin","24","650",210,0,107,103,0,0,0,0
"G3900670","1830","Ohio","390","Harrison","0670","Harrison","24","670",20916,0,10625,10216,0,0,34,41
"G3900690","1830","Ohio","390","Henry","0690","Henry","24","690",262,0,142,120,0,0,0,0
"G3900710","1830","Ohio","390","Highland","0710","Highland","24","710",16345,0,8168,7863,0,0,143,171
"G3900730","1830","Ohio","390","Hocking","0730","Hocking","24","730",4008,0,2031,1970,0,0,4,3
"G3900750","1830","Ohio","390","Holmes","0750","Holmes","24","750",9135,0,4708,4417,0,0,6,4
"G3900770","1830","Ohio","390","Huron","0770","Huron","24","770",13341,0,7058,6227,0,0,39,17
"G3900790","1830","Ohio","390","Jackson","0790","Jackson","24","790",5941,0,2989,2828,0,0,56,68
"G3900810","1830","Ohio","390","Jefferson","0810","Jefferson","24","810",22489,2937,11229,10879,0,0,200,181
"G3900830","1830","Ohio","390","Knox","0830","Knox","24","830",17085,0,8828,8213,0,0,25,19
"G3900870","1830","Ohio","390","Lawrence","0870","Lawrence","24","870",5367,0,2744,2516,0,0,44,63
"G3900890","1830","Ohio","390","Licking","0890","Licking","24","890",20869,0,10882,9910,0,0,40,37
"G3900910","1830","Ohio","390","Logan","0910","Logan","24","910",6440,0,3264,3078,0,0,47,51
"G3900930","1830","Ohio","390","Lorain","0930","Lorain","24","930",5696,0,2973,2720,0,0,2,1
"G3900970","1830","Ohio","390","Madison","0970","Madison","24","970",6190,0,3218,2924,1,0,20,27
"G3901010","1830","Ohio","390","Marion","1010","Marion","24","1010",6551,0,3495,3056,0,0,0,0
"G3901030","1830","Ohio","390","Medina","1030","Medina","24","1030",7560,0,3943,3605,0,0,6,6
"G3901050","1830","Ohio","390","Meigs","1050","Meigs","24","1050",6158,0,3161,2995,0,0,2,0
"G3901070","1830","Ohio","390","Mercer","1070","Mercer","24","1070",1110,0,591,518,0,0,1,0
"G3901090","1830","Ohio","390","Miami","1090","Miami","24","1090",12807,0,6611,6148,0,0,23,25
"G3901110","1830","Ohio","390","Monroe","1110","Monroe","24","1110",8768,0,4485,4270,0,0,8,5
"G3901130","1830","Ohio","390","Montgomery","1130","Montgomery","24","1130",24362,2950,12552,11670,0,1,76,63
"G3901150","1830","Ohio","390","Morgan","1150","Morgan","24","1150",11800,0,5986,5745,0,0,35,34
"G3901190","1830","Ohio","390","Muskingum","1190","Muskingum","24","1190",29334,3094,15042,13924,0,0,203,165
"G3901250","1830","Ohio","390","Paulding","1250","Paulding","24","1250",161,0,84,77,0,0,0,0
"G3901270","1830","Ohio","390","Perry","1270","Perry","24","1270",13970,0,7212,6748,0,0,7,3
"G3901290","1830","Ohio","390","Pickaway","1290","Pickaway","24","1290",16001,0,8269,7568,0,0,74,90
"G3901310","1830","Ohio","390","Pike","1310","Pike","24","1310",6024,0,3301,2545,0,0,93,85
"G3901330","1830","Ohio","390","Portage","1330","Portage","24","1330",18826,0,9762,8998,0,0,42,24
"G3901350","1830","Ohio","390","Preble","1350","Preble","24","1350",16291,0,8348,7888,0,0,32,23
"G3901370","1830","Ohio","390","Putnam","1370","Putnam","24","1370",230,0,134,96,0,0,0,0
"G3901390","1830","Ohio","390","Richland","1390","Richland","24","1390",24006,0,12398,11577,0,0,18,13
"G3901410","1830","Ohio","390","Ross","1410","Ross","24","1410",24068,2846,12111,11060,0,0,418,479
"G3901430","1830","Ohio","390","Sandusky","1430","Sandusky","24","1430",2851,0,1542,1290,0,0,13,6
"G3901450","1830","Ohio","390","Scioto","1450","Scioto","24","1450",8740,0,4751,3891,0,0,53,45
"G3901470","1830","Ohio","390","Seneca","1470","Seneca","24","1470",5159,0,2706,2391,0,0,36,26
"G3901490","1830","Ohio","390","Shelby","1490","Shelby","24","1490",3671,0,1849,1780,0,0,18,24
"G3901510","1830","Ohio","390","Stark","1510","Stark","24","1510",26588,0,13655,12752,0,0,96,85
"G3901550","1830","Ohio","390","Trumbull","1550","Trumbull","24","1550",26153,0,13400,12710,0,0,19,24
"G3901570","1830","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",14298,0,7276,6966,0,0,35,21
"G3901590","1830","Ohio","390","Union","1590","Union","24","1590",3192,0,1646,1544,0,0,1,1
"G3901610","1830","Ohio","390","Van Wert","1610","Van Wert","24","1610",49,0,29,20,0,0,0,0
"G3901650","1830","Ohio","390","Warren","1650","Warren","24","1650",21468,0,10806,10473,0,0,97,92
"G3901670","1830","Ohio","390","Washington","1670","Washington","24","1670",11731,0,5902,5690,0,0,64,75
"G3901690","1830","Ohio","390","Wayne","1690","Wayne","24","1690",23333,0,12025,11266,0,0,17,25
"G3901710","1830","Ohio","390","Williams","1710","Williams","24","1710",387,0,213,173,0,0,0,1
"G3901730","1830","Ohio","390","Wood","1730","Wood","24","1730",1102,0,615,475,0,0,7,5
"G4200010","1830","Pennsylvania","420","Adams","0010","Adams","14","10",21379,0,10401,10341,25,20,283,309
"G4200030","1830","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",50552,15369,25302,24054,8,19,571,598
"G4200050","1830","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",17701,0,8971,8634,0,0,48,48
"G4200070","1830","Pennsylvania","420","Beaver","0070","Beaver","14","70",24183,0,12221,11823,0,0,78,61
"G4200090","1830","Pennsylvania","420","Bedford","0090","Bedford","14","90",24502,0,12191,11885,0,1,205,220
"G4200110","1830","Pennsylvania","420","Berks","0110","Berks","14","110",53152,5856,26633,25933,4,3,306,273
"G4200150","1830","Pennsylvania","420","Bradford","0150","Bradford","14","150",19746,0,10133,9531,10,3,38,31
"G4200170","1830","Pennsylvania","420","Bucks","0170","Bucks","14","170",45745,0,22683,21643,0,6,761,652
"G4200190","1830","Pennsylvania","420","Butler","0190","Butler","14","190",14581,0,7502,7053,2,2,11,11
"G4200210","1830","Pennsylvania","420","Cambria","0210","Cambria","14","210",7076,0,3811,3203,0,0,26,36
"G4200270","1830","Pennsylvania","420","Centre","0270","Centre","14","270",18879,0,9583,9034,0,0,154,108
"G4200290","1830","Pennsylvania","420","Chester","0290","Chester","14","290",50910,0,24152,23759,0,6,1615,1378
"G4200330","1830","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",4803,0,2485,2265,0,0,28,25
"G4200370","1830","Pennsylvania","420","Columbia","0370","Columbia","14","370",20059,0,10272,9692,0,0,51,44
"G4200390","1830","Pennsylvania","420","Crawford","0390","Crawford","14","390",16030,0,8336,7660,0,0,22,12
"G4200410","1830","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",29226,3707,14258,14033,0,7,475,453
"G4200430","1830","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",25243,4312,12251,12081,7,11,449,444
"G4200450","1830","Pennsylvania","420","Delaware","0450","Delaware","14","450",17323,0,8109,7953,1,2,703,555
"G4200490","1830","Pennsylvania","420","Erie","0490","Erie","14","490",17041,0,8770,8156,0,1,64,50
"G4200510","1830","Pennsylvania","420","Fayette","0510","Fayette","14","510",29172,0,14143,14023,48,51,457,450
"G4200550","1830","Pennsylvania","420","Franklin","0550","Franklin","14","550",35037,0,16893,16327,3,10,901,903
"G4200590","1830","Pennsylvania","420","Greene","0590","Greene","14","590",18028,0,8883,8832,1,1,157,154
"G4200610","1830","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",27145,0,14348,12465,5,3,186,138
"G4200630","1830","Pennsylvania","420","Indiana","0630","Indiana","14","630",14252,0,7197,6947,9,2,41,56
"G4200650","1830","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",2025,0,1065,938,0,1,7,14
"G4200710","1830","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",76631,7704,37571,36515,27,28,1275,1215
"G4200750","1830","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",20557,0,10372,10092,1,4,52,36
"G4200770","1830","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",22256,0,11190,10976,1,1,44,44
"G4200790","1830","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",27379,0,14250,12943,0,0,100,86
"G4200810","1830","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",17636,0,8929,8459,0,0,128,120
"G4200830","1830","Pennsylvania","420","McKean","0830","Mckean","14","830",1439,0,764,674,0,0,1,0
"G4200850","1830","Pennsylvania","420","Mercer","0850","Mercer","14","850",19729,0,9895,9627,3,3,99,102
"G4200870","1830","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",21690,0,11769,9562,0,0,188,171
"G4200910","1830","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",39406,0,19671,18991,1,0,418,325
"G4200950","1830","Pennsylvania","420","Northampton","0950","Northampton","14","950",39482,3529,20534,18756,0,0,108,84
"G4200970","1830","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",18133,0,9224,8809,0,0,55,45
"G4200990","1830","Pennsylvania","420","Perry","0990","Perry","14","990",14261,0,7176,6972,2,2,60,49
"G4201010","1830","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",188797,161271,83429,89744,4,16,6784,8820
"G4201030","1830","Pennsylvania","420","Pike","1030","Pike","14","1030",4843,0,2449,2294,0,1,55,44
"G4201050","1830","Pennsylvania","420","Potter","1050","Potter","14","1050",1265,0,663,599,0,0,2,1
"G4201070","1830","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",20744,0,11638,8870,0,0,115,121
"G4201110","1830","Pennsylvania","420","Somerset","1110","Somerset","14","1110",17762,0,9093,8585,2,0,41,41
"G4201150","1830","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",16787,0,8419,8295,0,0,34,39
"G4201170","1830","Pennsylvania","420","Tioga","1170","Tioga","14","1170",8978,0,4711,4238,0,0,13,16
"G4201190","1830","Pennsylvania","420","Union","1190","Union","14","1190",20795,0,10478,10260,0,2,28,27
"G4201210","1830","Pennsylvania","420","Venango","1210","Venango","14","1210",9470,0,4983,4454,2,1,14,16
"G4201230","1830","Pennsylvania","420","Warren","1230","Warren","14","1230",4697,0,2500,2183,0,0,9,5
"G4201250","1830","Pennsylvania","420","Washington","1250","Washington","14","1250",42784,0,21202,20729,0,1,425,427
